행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
2022 수성아트피아 신년음악회,드망즈홀,음악회,2022-01-25,2022-01-25,19:30,21:00,유료,수성아트피아,수성아트피아,053-668-1800,,410,5000,8세이상,,,http://www.ssartpia.kr,,Y,대구광역시 수성구 범어천로 90,대구광역시 수성구 범어동 782-2,35.85676822,128.6229808,2022-05-25
