행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
우리동네 음악회(실내악),관악아트홀,공연,2022-09-02,2022-09-02,19:30,21:00,무료,서울시향,관악문화재단,02-828-5854,,,,,,,관악문화재단 (gfac.or.kr),,Y,서울특별시 관악구 신림로 3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448855,2022-03-28
관악미술협회 정기회원전,관악아트홀,전시,2022-09-15,2022-09-24,10:00,17:00,무료,관악구,관악문화재단,02-828-5854,,,,,,,관악문화재단 (gfac.or.kr),,Y,서울특별시 관악구 신림로 3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448855,2022-03-28
연극 <갈수록 가관이네>,관악아트홀,공연,2022-11-26,2022-11-27,15:00,20:00,무료,관악구,관악문화재단,02-828-5855,,,,,,,관악문화재단 (gfac.or.kr),,Y,서울특별시 관악구 신림로 3길 35,서울특별시 관악구 신림동 209-1,37.46759765,126.9448855,2022-03-28
