행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
서초금요음악회,서초문화예술회관 1층 아트홀,다양한 장르의 공연 개최,2020-01-03,2020-12-18,19:30,21:00,무료,서초구,서초구,,,,,,,,,,,서울특별시 서초구 강남대로 201,,37.4818291,127.0359583,2020-07-08
