행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
스콘 <아이와 함께하는 릴렉스 콘서트>,강동아트센터 아트랑,클래식,2020-09-23,2020-09-23,11:00,12:00,무료,강동아트센터,강동아트센터,02-440-0500,,1,0,전체관람가,,,https://www.gangdongarts.or.kr/exhibition/program_view?index=1593,강동아트센터,Y,서울특별시 강동구 동남로 870(상일동),서울특별시 강동구 상일동 477,37.55121874,127.1573428,2020-09-16
백건우와 슈만,강동아트센터 아트랑,클래식,2020-10-10,2020-10-10,17:00,18:40,유료,강동아트센터,강동아트센터,02-440-0500,,800,30000,8세 이상,,,https://www.gangdongarts.or.kr/exhibition/program_view?index=1592,강동아트센터,Y,서울특별시 강동구 동남로 870(상일동),서울특별시 강동구 상일동 477,37.55121874,127.1573428,2020-09-16
