행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
사육신추모제향,사육신공원,조선시대 단종복위운동이 발각되어 순절한 성삼문 등 사육신의 위패를 모신 의절사에서 매년 10월 9일에 추모제향을 올린다.,2021-10-09,2021-10-09,11:00,12:00,무료,사육신현창회,동작구청,02-825-0530,,,,,,,,,,서울특별시 동작구 노량진로 191,서울특별시 동작구 노량진동 152-3,37.51345628,126.9494127,2022-05-03
