"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 02월 15일","7,082","7,107","7,115","7,024","97.70K","0.23%"
"2021년 02월 10일","7,066","6,917","7,099","6,893","210.69K","2.14%"
"2021년 02월 09일","6,917","6,835","7,041","6,819","169.17K","1.45%"
"2021년 02월 08일","6,819","6,827","6,926","6,786","68.05K","-0.12%"
"2021년 02월 05일","6,827","6,852","6,959","6,802","55.34K","-0.12%"
"2021년 02월 04일","6,835","6,942","6,942","6,835","133.37K","-0.12%"
"2021년 02월 03일","6,843","6,712","6,942","6,712","141.24K","2.09%"
"2021년 02월 02일","6,703","6,736","6,786","6,679","116.09K","0.12%"
"2021년 02월 01일","6,695","6,514","6,736","6,415","140.65K","-16.31%"
"2021년 01월 31일","8,000","8,000","8,000","8,000","-","21.43%"
"2021년 01월 29일","6,588","6,835","6,884","6,382","221.86K","-2.20%"
"2021년 01월 28일","6,736","6,926","6,950","6,736","220.50K","-4.55%"
"2021년 01월 27일","7,057","7,214","7,214","7,041","220.89K","-2.17%"
"2021년 01월 26일","7,214","7,222","7,346","7,099","301.10K","1.04%"
"2021년 01월 25일","7,140","7,181","7,206","7,099","185.96K","-0.46%"
"2021년 01월 22일","7,173","7,181","7,255","7,115","206.21K","0.12%"
"2021년 01월 21일","7,164","7,074","7,206","6,967","175.76K","1.99%"
"2021년 01월 20일","7,024","7,082","7,197","6,942","208.19K","0.00%"
"2021년 01월 19일","7,024","6,786","7,164","6,753","255.90K","3.90%"
"2021년 01월 18일","6,761","6,983","7,099","6,761","283.70K","-20.55%"
"2021년 01월 17일","8,510","8,510","8,510","8,510","-","21.43%"
"2021년 01월 15일","7,008","7,346","7,379","6,975","399.63K","-4.27%"
"2021년 01월 14일","7,321","7,132","7,337","7,041","380.23K","2.78%"
"2021년 01월 13일","7,123","7,099","7,156","7,008","146.03K","0.82%"
"2021년 01월 12일","7,066","7,082","7,189","6,934","226.47K","-0.23%"
"2021년 01월 11일","7,082","7,304","7,576","6,827","834.25K","-2.27%"
"2021년 01월 08일","7,247","7,486","7,486","7,173","611.51K","-1.12%"
"2021년 01월 07일","7,329","7,173","7,354","7,173","366.66K","2.18%"
"2021년 01월 06일","7,173","7,304","7,988","7,173","3.16M","4.94%"
"2021년 01월 05일","6,835","6,588","6,942","6,580","590.30K","3.36%"
"2021년 01월 04일","6,613","6,712","6,720","6,588","215.28K","-0.62%"
"2020년 12월 30일","6,654","6,473","6,827","6,473","222.13K","2.80%"
"2020년 12월 29일","6,473","6,530","6,530","6,349","77.18K","2.21%"
"2020년 12월 28일","6,333","6,415","6,456","6,333","117.23K","-0.65%"
"2020년 12월 24일","6,374","6,464","6,522","6,349","95.32K","-0.39%"
"2020년 12월 23일","6,399","6,613","6,712","6,341","174.94K","-2.51%"
"2020년 12월 22일","6,563","6,827","6,860","6,506","280.47K","-4.32%"
"2020년 12월 21일","6,860","6,884","6,917","6,761","120.04K","-0.95%"
"2020년 12월 18일","6,926","7,041","7,041","6,835","295.24K","-1.18%"
"2020년 12월 17일","7,008","6,983","7,181","6,934","463.36K","0.47%"
"2020년 12월 16일","6,975","6,753","7,041","6,728","611.65K","3.93%"
"2020년 12월 15일","6,712","6,695","6,835","6,621","173.20K","0.49%"
"2020년 12월 14일","6,679","6,744","6,786","6,646","142.01K","-18.95%"
"2020년 12월 13일","8,240","8,240","8,240","8,240","-","21.43%"
"2020년 12월 11일","6,786","6,983","6,983","6,753","321.57K","-0.84%"
"2020년 12월 10일","6,843","6,835","6,909","6,761","186.86K","-1.07%"
"2020년 12월 09일","6,917","6,547","6,917","6,547","543.85K","5.26%"
"2020년 12월 08일","6,572","6,835","6,843","6,563","362.27K","-3.86%"
"2020년 12월 07일","6,835","6,975","6,975","6,712","616.44K","-17.65%"
"2020년 12월 06일","8,300","8,300","8,300","8,300","-","21.43%"
"2020년 12월 04일","6,835","6,325","7,700","6,292","2.72M","7.93%"
"2020년 12월 03일","6,333","6,399","6,399","6,267","166.25K","0.26%"
"2020년 12월 02일","6,316","6,390","6,399","6,234","290.09K","0.00%"
"2020년 12월 01일","6,316","6,193","6,407","6,094","712.56K","4.35%"
"2020년 11월 30일","6,053","6,086","6,152","5,970","159.34K","1.10%"
"2020년 11월 27일","5,987","6,003","6,094","5,954","81.31K","-0.27%"
"2020년 11월 26일","6,003","6,012","6,045","5,962","62.71K","-0.14%"
"2020년 11월 25일","6,012","6,077","6,176","5,954","222.65K","-0.68%"
"2020년 11월 24일","6,053","6,143","6,325","6,053","790.18K","2.08%"
"2020년 11월 23일","5,929","5,756","5,946","5,732","204.57K","3.01%"
"2020년 11월 20일","5,756","5,765","5,806","5,723","89.96K","0.00%"
"2020년 11월 19일","5,756","5,822","5,822","5,723","126.20K","-1.13%"
"2020년 11월 18일","5,822","5,855","5,896","5,765","124.00K","-0.56%"
"2020년 11월 17일","5,855","5,937","6,003","5,814","112.92K","-1.66%"
"2020년 11월 16일","5,954","5,765","6,045","5,765","367.76K","3.29%"
"2020년 11월 13일","5,765","5,839","5,839","5,715","67.55K","-0.99%"
"2020년 11월 12일","5,822","5,863","5,905","5,781","72.53K","-0.42%"
"2020년 11월 11일","5,847","5,806","5,863","5,723","120.69K","0.99%"
"2020년 11월 10일","5,789","5,699","5,863","5,674","168.64K","1.74%"
"2020년 11월 09일","5,690","5,526","5,723","5,501","114.14K","3.44%"
"2020년 11월 06일","5,501","5,583","5,583","5,485","39.60K","-0.89%"
"2020년 11월 05일","5,550","5,493","5,567","5,493","39.75K","1.35%"
"2020년 11월 04일","5,476","5,509","5,575","5,476","75.77K","-0.60%"
"2020년 11월 03일","5,509","5,443","5,526","5,443","31.61K","1.21%"
"2020년 11월 02일","5,443","5,336","5,476","5,295","75.61K","2.48%"
"2020년 10월 30일","5,312","5,526","5,534","5,303","144.74K","-3.87%"
"2020년 10월 29일","5,526","5,542","5,583","5,435","135.47K","-2.04%"
"2020년 10월 28일","5,641","5,567","5,657","5,550","39.10K","1.33%"
"2020년 10월 27일","5,567","5,633","5,674","5,501","113.42K","-1.89%"
"2020년 10월 26일","5,674","5,888","5,954","5,674","121.99K","-20.87%"
"2020년 10월 25일","7,170","7,170","7,170","7,170","-","21.43%"
"2020년 10월 23일","5,905","5,880","5,962","5,789","201.96K","1.13%"
"2020년 10월 22일","5,839","5,847","5,913","5,765","110.10K","-0.14%"
"2020년 10월 21일","5,847","5,633","5,880","5,633","135.45K","3.65%"
"2020년 10월 20일","5,641","5,633","5,690","5,501","84.24K","-0.15%"
"2020년 10월 19일","5,649","5,641","5,707","5,616","90.25K","-0.44%"
"2020년 10월 16일","5,674","5,732","5,765","5,592","79.16K","-1.00%"
"2020년 10월 15일","5,732","5,806","5,830","5,682","93.58K","-1.70%"
"2020년 10월 14일","5,830","5,896","5,913","5,789","76.77K","-1.12%"
"2020년 10월 13일","5,896","5,888","5,937","5,830","108.86K","0.28%"
"2020년 10월 12일","5,880","5,954","6,028","5,855","184.46K","-18.34%"
"2020년 10월 11일","7,200","7,200","7,200","7,200","-","21.43%"
"2020년 10월 08일","5,929","5,855","5,962","5,806","272.89K","1.98%"
"2020년 10월 07일","5,814","5,781","5,872","5,781","71.69K","0.00%"
"2020년 10월 06일","5,814","5,888","5,888","5,765","93.81K","0.00%"
"2020년 10월 05일","5,814","5,756","5,888","5,707","118.48K","-16.83%"
"2020년 10월 04일","6,990","6,990","6,990","6,990","-","21.43%"
"2020년 09월 29일","5,756","5,666","5,797","5,592","107.50K","2.34%"
"2020년 09월 28일","5,625","5,542","5,682","5,542","44.59K","2.09%"
"2020년 09월 25일","5,509","5,567","5,657","5,435","108.67K","-0.89%"
"2020년 09월 24일","5,559","5,608","5,789","5,559","189.00K","-2.88%"
"2020년 09월 23일","5,723","5,806","5,863","5,616","167.27K","0.29%"
"2020년 09월 22일","5,707","5,855","5,855","5,682","251.38K","-2.67%"
"2020년 09월 21일","5,863","5,970","6,036","5,781","198.67K","-0.70%"
"2020년 09월 18일","5,905","5,830","5,905","5,789","150.01K","0.99%"
"2020년 09월 17일","5,847","5,847","5,937","5,773","217.63K","-0.70%"
"2020년 09월 16일","5,888","6,053","6,061","5,847","287.84K","-2.46%"
"2020년 09월 15일","6,036","5,905","6,201","5,839","1.07M","3.38%"
"2020년 09월 14일","5,839","5,847","5,921","5,806","208.82K","-17.65%"
"2020년 09월 13일","7,090","7,090","7,090","7,090","-","21.43%"
"2020년 09월 11일","5,839","5,822","5,888","5,765","116.65K","0.14%"
"2020년 09월 10일","5,830","5,723","5,855","5,707","225.56K","2.17%"
"2020년 09월 09일","5,707","5,633","5,723","5,608","130.45K","-0.43%"
"2020년 09월 08일","5,732","5,987","6,086","5,732","491.11K","-2.52%"
"2020년 09월 07일","5,880","5,707","5,946","5,641","275.56K","-15.15%"
"2020년 09월 06일","6,930","6,930","6,930","6,930","-","21.43%"
"2020년 09월 04일","5,707","5,534","5,748","5,517","220.79K","-1.42%"
"2020년 09월 03일","5,789","5,855","5,929","5,707","568.72K","-3.03%"
"2020년 09월 02일","5,970","5,715","6,283","5,674","2.12M","4.47%"
"2020년 09월 01일","5,715","5,534","5,723","5,501","223.53K","3.27%"
"2020년 08월 31일","5,534","5,361","5,625","5,353","125.35K","3.54%"
"2020년 08월 28일","5,345","5,312","5,485","5,312","102.36K","-0.15%"
"2020년 08월 27일","5,353","5,509","5,550","5,303","117.12K","-2.70%"
"2020년 08월 26일","5,501","5,616","5,616","5,394","137.88K","-0.74%"
"2020년 08월 25일","5,542","5,550","5,657","5,517","163.58K","-0.15%"
"2020년 08월 24일","5,550","5,279","5,616","5,139","209.19K","3.85%"
"2020년 08월 21일","5,345","5,328","5,435","5,180","162.44K","0.31%"
"2020년 08월 20일","5,328","5,493","5,493","5,180","300.21K","-2.85%"
"2020년 08월 19일","5,485","5,361","5,542","5,361","216.96K","2.46%"
"2020년 08월 18일","5,353","5,797","5,797","5,221","426.03K","-24.72%"
"2020년 08월 17일","7,110","7,110","7,110","7,110","-","21.43%"
"2020년 08월 14일","5,855","5,954","5,954","5,723","413.45K","-1.66%"
"2020년 08월 13일","5,954","6,209","6,250","5,847","863.98K","-3.60%"
"2020년 08월 12일","6,176","6,456","6,654","6,135","2.88M","-4.46%"
"2020년 08월 11일","6,464","5,443","6,547","5,345","6.16M","21.70%"
"2020년 08월 10일","5,312","5,188","5,435","5,147","319.86K","3.37%"
"2020년 08월 07일","5,139","5,303","5,402","5,122","153.99K","-2.19%"
"2020년 08월 06일","5,254","5,073","5,254","5,065","150.67K","4.08%"
"2020년 08월 05일","5,048","5,007","5,139","5,007","89.42K","0.82%"
"2020년 08월 04일","5,007","5,007","5,056","4,982","39.37K","0.17%"
"2020년 08월 03일","4,999","5,065","5,106","4,949","90.21K","-1.14%"
"2020년 07월 31일","5,056","5,048","5,114","5,032","48.67K","-0.49%"
"2020년 07월 30일","5,081","5,188","5,246","5,040","78.56K","-1.91%"
"2020년 07월 29일","5,180","5,279","5,279","5,139","51.21K","0.32%"
"2020년 07월 28일","5,163","5,279","5,509","5,139","602.75K","0.80%"
"2020년 07월 27일","5,122","5,122","5,155","5,040","41.73K","0.97%"
"2020년 07월 24일","5,073","5,106","5,196","5,040","52.85K","-0.65%"
"2020년 07월 23일","5,106","5,188","5,213","5,032","86.58K","-0.16%"
"2020년 07월 22일","5,114","5,015","5,221","4,982","198.70K","2.31%"
"2020년 07월 21일","4,999","4,966","5,007","4,949","30.52K","0.50%"
"2020년 07월 20일","4,974","4,974","4,999","4,925","63.98K","0.00%"
"2020년 07월 17일","4,974","5,015","5,048","4,949","65.34K","-0.82%"
"2020년 07월 16일","5,015","5,172","5,221","4,941","183.93K","-3.03%"
"2020년 07월 15일","5,172","4,966","5,262","4,957","271.86K","4.15%"
"2020년 07월 14일","4,966","5,032","5,032","4,916","59.63K","-1.31%"
"2020년 07월 13일","5,032","5,081","5,081","4,949","51.37K","0.49%"
"2020년 07월 10일","5,007","4,826","5,065","4,768","120.25K","2.53%"
"2020년 07월 09일","4,883","4,925","4,941","4,867","32.74K","-0.50%"
"2020년 07월 08일","4,908","4,892","4,941","4,850","19.06K","0.17%"
"2020년 07월 07일","4,900","4,982","4,982","4,859","37.57K","-0.83%"
"2020년 07월 06일","4,941","4,999","4,999","4,892","38.03K","0.00%"
"2020년 07월 03일","4,941","4,842","5,007","4,735","132.68K","4.71%"
"2020년 07월 02일","4,719","4,760","4,760","4,645","28.67K","0.53%"
"2020년 07월 01일","4,694","4,612","4,859","4,603","65.20K","2.52%"
"2020년 06월 30일","4,579","4,628","4,669","4,529","35.58K","0.91%"
"2020년 06월 29일","4,538","4,669","4,678","4,521","46.04K","-2.82%"
"2020년 06월 26일","4,669","4,719","4,826","4,653","31.14K","-0.53%"
"2020년 06월 25일","4,694","4,785","4,818","4,694","46.30K","-3.23%"
"2020년 06월 24일","4,850","4,916","4,916","4,818","46.01K","0.68%"
"2020년 06월 23일","4,818","4,957","4,957","4,801","46.56K","-1.68%"
"2020년 06월 22일","4,900","4,883","4,908","4,801","43.80K","-16.95%"
"2020년 06월 21일","5,900","5,900","5,900","5,900","-","21.43%"
"2020년 06월 19일","4,859","4,785","4,925","4,743","88.62K","1.72%"
"2020년 06월 18일","4,776","4,826","4,867","4,710","84.08K","-0.17%"
"2020년 06월 17일","4,785","4,818","4,867","4,710","105.26K","-2.02%"
"2020년 06월 16일","4,883","4,842","4,933","4,818","62.22K","2.95%"
"2020년 06월 15일","4,743","5,097","5,097","4,620","92.64K","-6.95%"
"2020년 06월 12일","5,097","4,908","5,097","4,735","119.03K","0.49%"
"2020년 06월 11일","5,073","5,180","5,303","5,065","113.23K","-2.07%"
"2020년 06월 10일","5,180","5,279","5,328","5,155","96.34K","-3.08%"
"2020년 06월 09일","5,345","5,386","5,517","5,254","117.29K","-0.76%"
"2020년 06월 08일","5,386","5,468","5,485","5,361","76.20K","0.15%"
"2020년 06월 05일","5,377","5,328","5,435","5,270","77.50K","0.93%"
"2020년 06월 04일","5,328","5,559","5,723","5,262","310.49K","-2.71%"
"2020년 06월 03일","5,476","5,147","5,575","5,114","665.52K","7.26%"
"2020년 06월 02일","5,106","5,056","5,122","5,040","72.98K","0.98%"
"2020년 06월 01일","5,056","4,966","5,097","4,966","126.37K","1.82%"
"2020년 05월 29일","4,966","4,974","5,023","4,916","86.35K","-1.31%"
"2020년 05월 28일","5,032","5,163","5,213","4,949","151.53K","-2.86%"
"2020년 05월 27일","5,180","5,213","5,254","5,089","132.44K","0.64%"
"2020년 05월 26일","5,147","4,957","5,312","4,925","337.73K","4.17%"
"2020년 05월 25일","4,941","4,883","4,982","4,842","48.71K","1.18%"
"2020년 05월 22일","4,883","5,065","5,106","4,859","122.19K","-3.58%"
"2020년 05월 21일","5,065","4,982","5,221","4,982","152.57K","2.16%"
"2020년 05월 20일","4,957","4,999","5,023","4,949","67.26K","-0.33%"
"2020년 05월 19일","4,974","5,007","5,007","4,908","86.72K","1.68%"
"2020년 05월 18일","4,892","4,933","4,949","4,834","75.53K","-0.50%"
"2020년 05월 15일","4,916","4,875","4,982","4,834","116.22K","1.88%"
"2020년 05월 14일","4,826","4,982","4,982","4,809","92.95K","-3.46%"
"2020년 05월 13일","4,999","4,875","5,040","4,842","96.17K","0.66%"
"2020년 05월 12일","4,966","5,122","5,147","4,949","117.69K","-3.05%"
"2020년 05월 11일","5,122","5,180","5,188","5,032","189.47K","1.63%"
"2020년 05월 08일","5,040","5,081","5,089","5,007","71.70K","0.49%"
"2020년 05월 07일","5,015","5,023","5,048","4,966","60.26K","0.00%"
"2020년 05월 06일","5,015","5,007","5,081","4,941","74.48K","0.99%"
"2020년 05월 04일","4,966","4,883","5,188","4,785","321.24K","2.20%"
"2020년 04월 29일","4,859","4,768","5,015","4,768","98.11K","1.90%"
"2020년 04월 28일","4,768","4,785","4,875","4,719","55.03K","0.00%"
"2020년 04월 27일","4,768","4,752","4,842","4,702","64.64K","-16.50%"
"2020년 04월 26일","5,710","5,710","5,710","5,710","-","21.43%"
"2020년 04월 24일","4,702","4,760","5,023","4,678","110.29K","-1.21%"
"2020년 04월 23일","4,760","4,850","4,859","4,735","89.63K","-0.17%"
"2020년 04월 22일","4,768","4,562","4,776","4,430","73.77K","2.66%"
"2020년 04월 21일","4,645","4,925","4,925","4,241","160.58K","-4.57%"
"2020년 04월 20일","4,867","4,546","4,900","4,521","206.13K","7.65%"
"2020년 04월 17일","4,521","4,653","4,653","4,513","94.15K","-0.36%"
"2020년 04월 16일","4,538","4,340","4,603","4,266","134.36K","-13.24%"
"2020년 04월 15일","5,230","5,230","5,230","5,230","-","21.43%"
"2020년 04월 14일","4,307","4,365","4,381","4,274","56.96K","1.55%"
"2020년 04월 13일","4,241","4,398","4,398","4,225","40.73K","-20.58%"
"2020년 04월 12일","5,340","5,340","5,340","5,340","-","21.43%"
"2020년 04월 10일","4,398","4,389","4,463","4,258","69.88K","0.38%"
"2020년 04월 09일","4,381","4,447","4,496","4,373","55.55K","0.38%"
"2020년 04월 08일","4,365","4,315","4,463","4,249","78.56K","0.38%"
"2020년 04월 07일","4,348","4,299","4,381","4,258","92.72K","3.13%"
"2020년 04월 06일","4,216","4,249","4,249","4,060","52.78K","4.17%"
"2020년 04월 03일","4,048","3,994","4,072","3,945","59.58K","2.61%"
"2020년 04월 02일","3,945","3,895","4,076","3,776","74.31K","1.05%"
"2020년 04월 01일","3,903","3,928","4,126","3,870","83.97K","-0.63%"
"2020년 03월 31일","3,928","3,862","4,031","3,763","111.00K","5.53%"
"2020년 03월 30일","3,722","3,615","3,735","3,529","57.34K","0.45%"
"2020년 03월 27일","3,706","3,788","3,870","3,599","107.44K","1.81%"
"2020년 03월 26일","3,640","3,677","3,759","3,578","81.04K","1.26%"
"2020년 03월 25일","3,595","3,492","3,665","3,446","148.59K","5.69%"
"2020년 03월 24일","3,401","3,203","3,418","3,179","78.02K","7.97%"
"2020년 03월 23일","3,150","2,932","3,171","2,932","144.66K","-3.41%"
"2020년 03월 20일","3,261","2,965","3,278","2,940","179.15K","11.55%"
"2020년 03월 19일","2,923","3,689","3,763","2,841","293.15K","-20.23%"
"2020년 03월 18일","3,665","3,829","3,973","3,665","171.54K","-5.22%"
"2020년 03월 17일","3,866","3,455","3,866","3,418","177.85K","2.06%"
"2020년 03월 16일","3,788","4,043","4,175","3,788","180.85K","-6.69%"
"2020년 03월 13일","4,060","4,183","4,290","3,788","199.67K","-9.54%"
"2020년 03월 12일","4,488","4,743","4,859","4,472","158.40K","-6.68%"
"2020년 03월 11일","4,809","5,015","5,065","4,727","126.37K","-4.11%"
"2020년 03월 10일","5,015","5,023","5,023","4,875","86.15K","-0.81%"
"2020년 03월 09일","5,056","5,188","5,213","5,040","53.09K","-4.36%"
"2020년 03월 06일","5,287","5,377","5,452","5,287","38.62K","-3.02%"
"2020년 03월 05일","5,452","5,468","5,509","5,377","59.61K","0.91%"
"2020년 03월 04일","5,402","5,279","5,567","5,229","123.61K","1.86%"
"2020년 03월 03일","5,303","5,427","5,427","5,246","43.45K","1.90%"
"2020년 03월 02일","5,205","5,114","5,328","5,114","65.67K","0.32%"
"2020년 02월 28일","5,188","5,345","5,723","5,163","375.55K","-3.23%"
"2020년 02월 27일","5,361","5,443","5,517","5,312","58.82K","-1.36%"
"2020년 02월 26일","5,435","5,336","5,468","5,312","38.66K","-0.45%"
"2020년 02월 25일","5,460","5,320","5,468","5,295","81.47K","1.07%"
"2020년 02월 24일","5,402","5,452","5,583","5,303","127.88K","-20.32%"
"2020년 02월 23일","6,780","6,780","6,780","6,780","-","21.43%"
"2020년 02월 21일","5,583","5,732","5,732","5,583","105.66K","-3.14%"
"2020년 02월 20일","5,765","5,896","5,896","5,707","81.75K","-2.10%"
"2020년 02월 19일","5,888","5,888","5,929","5,773","42.36K","0.28%"
"2020년 02월 18일","5,872","5,921","5,921","5,855","64.86K","-1.25%"
"2020년 02월 17일","5,946","5,995","6,012","5,863","42.55K","-0.83%"
"2020년 02월 14일","5,995","6,094","6,127","5,929","85.37K","-2.28%"
"2020년 02월 13일","6,135","6,325","6,366","6,069","134.89K","-3.12%"
"2020년 02월 12일","6,333","6,259","6,390","6,193","167.24K","1.45%"
"2020년 02월 11일","6,242","5,995","6,366","5,995","246.10K","4.55%"
"2020년 02월 10일","5,970","5,954","6,012","5,921","42.00K","0.14%"
"2020년 02월 07일","5,962","5,913","6,020","5,822","92.91K","1.54%"
"2020년 02월 06일","5,872","5,913","5,987","5,830","106.19K","-0.56%"
"2020년 02월 05일","5,905","6,069","6,077","5,830","129.09K","-7.31%"
"2020년 02월 04일","6,370","5,845","6,571","5,792","272.61K","9.64%"
"2020년 02월 03일","5,810","5,731","5,845","5,600","53.87K","0.00%"
"2020년 01월 31일","5,810","5,959","6,029","5,775","49.32K","-2.35%"
"2020년 01월 30일","5,950","6,037","6,125","5,906","55.76K","-1.45%"
"2020년 01월 29일","6,037","6,029","6,125","6,020","38.69K","0.29%"
"2020년 01월 28일","6,020","6,090","6,090","5,976","72.17K","-4.31%"
"2020년 01월 23일","6,291","6,335","6,414","6,204","144.03K","-0.83%"
"2020년 01월 22일","6,344","6,344","6,344","6,230","56.76K","0.83%"
"2020년 01월 21일","6,291","6,282","6,414","6,274","16.42K","-0.83%"
"2020년 01월 20일","6,344","6,405","6,457","6,309","42.02K","-0.96%"
"2020년 01월 17일","6,405","6,387","6,475","6,274","95.39K","0.00%"
"2020년 01월 16일","6,405","6,387","6,422","6,309","33.37K","0.27%"
"2020년 01월 15일","6,387","6,335","6,422","6,291","42.60K","0.69%"
"2020년 01월 14일","6,344","6,256","6,396","6,239","70.89K","1.40%"
"2020년 01월 13일","6,256","6,230","6,291","6,186","35.55K","0.42%"
"2020년 01월 10일","6,230","6,064","6,370","6,011","117.99K","3.04%"
"2020년 01월 09일","6,046","6,037","6,081","5,985","39.84K","2.07%"
"2020년 01월 08일","5,924","6,029","6,029","5,784","59.24K","-1.74%"
"2020년 01월 07일","6,029","5,994","6,081","5,994","31.06K","0.73%"
"2020년 01월 06일","5,985","6,151","6,177","5,941","59.60K","-3.66%"
"2020년 01월 03일","6,212","6,151","6,239","6,151","29.32K","1.28%"
"2020년 01월 02일","6,134","6,116","6,195","6,099","28.39K","0.29%"
