"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 10월 05일","9,540","10,050","10,200","8,800","1.91M","-5.07%"
"2021년 10월 04일","10,050","10,050","10,050","10,050","-","0.00%"
"2021년 10월 01일","10,050","10,700","10,700","9,980","1.16M","-6.94%"
"2021년 09월 30일","10,800","11,250","11,350","10,550","1.19M","-2.70%"
"2021년 09월 29일","11,100","10,600","11,350","10,500","2.22M","1.37%"
"2021년 09월 28일","10,950","10,550","11,050","10,250","3.26M","6.83%"
"2021년 09월 27일","10,250","10,350","10,850","10,050","2.28M","-1.91%"
"2021년 09월 26일","10,450","10,450","10,450","10,450","-","0.00%"
"2021년 09월 24일","10,450","11,150","11,550","10,300","2.31M","-6.70%"
"2021년 09월 23일","11,200","11,550","11,900","10,750","3.34M","-5.88%"
"2021년 09월 22일","11,900","11,900","11,900","11,900","-","0.00%"
"2021년 09월 17일","11,900","12,850","12,900","11,550","5.89M","-14.39%"
"2021년 09월 16일","13,900","12,000","13,900","11,900","17.42M","16.32%"
"2021년 09월 15일","11,950","12,450","12,850","11,900","3.50M","-4.40%"
"2021년 09월 14일","12,500","12,000","12,900","11,250","7.37M","5.93%"
"2021년 09월 13일","11,800","13,050","13,600","11,750","5.03M","-10.27%"
"2021년 09월 12일","13,150","13,150","13,150","13,150","-","0.00%"
"2021년 09월 10일","13,150","13,400","14,000","12,900","6.71M","0.38%"
"2021년 09월 09일","13,100","12,250","14,700","11,950","21.48M","3.15%"
"2021년 09월 08일","12,700","12,050","12,800","11,500","11.59M","3.25%"
"2021년 09월 07일","12,300","10,850","12,800","10,350","29.45M","19.42%"
"2021년 09월 06일","10,300","11,650","11,650","10,050","10.85M","3.52%"
"2021년 09월 05일","9,950","9,950","9,950","9,950","-","0.00%"
"2021년 09월 03일","9,950","9,740","10,750","9,720","26.20M","7.10%"
"2021년 09월 02일","9,290","9,060","9,430","8,900","13.68M","3.91%"
"2021년 09월 01일","8,940","8,650","9,500","8,530","27.72M","3.47%"
"2021년 08월 31일","8,640","8,600","9,080","8,240","12.25M","0.12%"
"2021년 08월 30일","8,630","8,540","9,170","8,350","20.90M","0.23%"
"2021년 08월 29일","8,610","8,610","8,610","8,610","-","0.00%"
"2021년 08월 27일","8,610","6,820","8,930","6,800","62.74M","25.33%"
"2021년 08월 26일","6,870","6,870","7,040","6,660","3.64M","0.59%"
"2021년 08월 25일","6,830","7,070","7,080","6,720","2.45M","0.89%"
"2021년 08월 24일","6,770","6,940","7,140","6,650","8.07M","1.65%"
"2021년 08월 23일","6,660","6,140","6,680","6,140","5.51M","10.82%"
"2021년 08월 22일","6,010","6,010","6,010","6,010","-","0.00%"
"2021년 08월 20일","6,010","6,510","6,550","5,950","3.12M","-9.08%"
"2021년 08월 19일","6,610","7,090","7,130","6,570","4.01M","-7.81%"
"2021년 08월 18일","7,170","6,570","7,540","6,560","18.90M","11.68%"
"2021년 08월 17일","6,420","6,890","7,120","6,350","3.92M","-8.68%"
"2021년 08월 16일","7,030","7,030","7,030","7,030","-","0.00%"
"2021년 08월 13일","7,030","6,720","7,090","6,710","6.90M","4.61%"
"2021년 08월 12일","6,720","6,810","7,290","6,690","10.68M","1.36%"
"2021년 08월 11일","6,630","7,140","7,450","6,530","23.52M","2.79%"
"2021년 08월 10일","6,450","6,220","6,450","6,150","2.06M","3.70%"
"2021년 08월 09일","6,220","6,120","6,320","6,080","1.19M","1.97%"
"2021년 08월 08일","6,100","6,100","6,100","6,100","-","0.00%"
"2021년 08월 06일","6,100","6,090","6,220","5,940","850.77K","0.16%"
"2021년 08월 05일","6,090","5,780","6,130","5,770","1.03M","4.82%"
"2021년 08월 04일","5,810","5,690","5,840","5,680","282.47K","2.47%"
"2021년 08월 03일","5,670","5,820","5,860","5,630","395.09K","-2.41%"
"2021년 08월 02일","5,810","5,860","5,960","5,790","394.16K","-1.53%"
"2021년 08월 01일","5,900","5,900","5,900","5,900","-","0.00%"
"2021년 07월 30일","5,900","5,880","5,960","5,700","456.58K","0.34%"
"2021년 07월 29일","5,880","5,940","6,090","5,880","677.53K","-0.68%"
"2021년 07월 28일","5,920","5,840","5,980","5,800","607.95K","1.20%"
"2021년 07월 27일","5,850","5,740","5,950","5,700","522.14K","2.09%"
"2021년 07월 26일","5,730","5,940","5,950","5,710","571.41K","-3.70%"
"2021년 07월 25일","5,950","5,950","5,950","5,950","-","0.00%"
"2021년 07월 23일","5,950","6,000","6,020","5,820","685.61K","0.00%"
"2021년 07월 22일","5,950","5,700","6,020","5,680","1.11M","4.94%"
"2021년 07월 21일","5,670","5,700","5,990","5,650","763.58K","-0.53%"
"2021년 07월 20일","5,700","5,600","5,760","5,580","560.54K","-0.87%"
"2021년 07월 19일","5,750","5,950","6,000","5,720","831.97K","-4.49%"
"2021년 07월 18일","6,020","6,020","6,020","6,020","-","0.00%"
"2021년 07월 16일","6,020","6,060","6,150","5,960","1.07M","1.35%"
"2021년 07월 15일","5,940","6,050","6,080","5,900","1.12M","-2.62%"
"2021년 07월 14일","6,100","6,140","6,340","6,060","1.39M","-0.49%"
"2021년 07월 13일","6,130","5,990","6,300","5,980","2.13M","1.32%"
"2021년 07월 12일","6,050","6,050","6,140","5,970","766.23K","0.00%"
"2021년 07월 11일","6,050","6,050","6,050","6,050","-","0.00%"
"2021년 07월 09일","6,050","6,010","6,100","5,850","1.21M","-1.63%"
"2021년 07월 08일","6,150","6,360","6,470","6,030","1.48M","-3.45%"
"2021년 07월 07일","6,370","6,460","6,590","6,350","1.72M","-0.16%"
"2021년 07월 06일","6,380","6,630","6,650","6,360","1.90M","-3.77%"
"2021년 07월 05일","6,630","7,040","7,050","6,610","2.57M","-7.01%"
"2021년 07월 04일","7,130","7,130","7,130","7,130","-","0.00%"
"2021년 07월 02일","7,130","7,040","7,640","6,940","11.46M","0.42%"
"2021년 07월 01일","7,100","6,760","7,110","6,720","2.68M","4.26%"
"2021년 06월 30일","6,810","7,100","7,190","6,780","2.75M","-5.02%"
"2021년 06월 29일","7,170","7,050","7,360","6,750","6.92M","0.99%"
"2021년 06월 28일","7,100","7,670","7,800","7,100","12.07M","0.57%"
"2021년 06월 27일","7,060","7,060","7,060","7,060","-","0.00%"
"2021년 06월 25일","7,060","6,750","7,580","6,650","16.27M","4.28%"
"2021년 06월 24일","6,770","7,210","7,620","6,520","17.64M","-9.73%"
"2021년 06월 23일","7,500","6,250","7,980","6,210","50.09M","22.15%"
"2021년 06월 22일","6,140","5,960","6,920","5,950","28.32M","6.78%"
"2021년 06월 21일","5,750","5,840","5,960","5,700","2.07M","-0.69%"
"2021년 06월 20일","5,790","5,790","5,790","5,790","-","0.00%"
"2021년 06월 18일","5,790","6,000","6,120","5,680","2.84M","-4.93%"
"2021년 06월 17일","6,090","5,940","6,200","5,830","4.08M","1.84%"
"2021년 06월 16일","5,980","6,050","6,080","5,780","3.40M","-2.29%"
"2021년 06월 15일","6,120","5,660","6,380","5,550","19.53M","7.18%"
"2021년 06월 14일","5,710","5,310","5,930","5,250","14.73M","7.74%"
"2021년 06월 13일","5,300","5,300","5,300","5,300","-","0.00%"
"2021년 06월 11일","5,300","5,380","5,460","5,170","2.38M","-3.46%"
"2021년 06월 10일","5,490","5,200","5,490","5,120","4.09M","7.02%"
"2021년 06월 09일","5,130","4,945","5,130","4,935","934.22K","2.91%"
"2021년 06월 08일","4,985","5,220","5,220","4,985","1.28M","-5.05%"
"2021년 06월 07일","5,250","5,270","5,500","5,210","2.73M","-0.38%"
"2021년 06월 06일","5,270","5,270","5,270","5,270","-","0.00%"
"2021년 06월 04일","5,270","5,270","5,350","5,180","1.27M","-0.94%"
"2021년 06월 03일","5,320","5,160","5,460","5,130","4.90M","2.31%"
"2021년 06월 02일","5,200","5,020","5,380","4,970","7.99M","6.89%"
"2021년 06월 01일","4,865","4,805","4,950","4,745","1.33M","1.04%"
"2021년 05월 31일","4,815","5,040","5,080","4,775","1.92M","-4.27%"
"2021년 05월 30일","5,030","5,030","5,030","5,030","-","0.00%"
"2021년 05월 28일","5,030","5,120","5,170","5,030","1.24M","-0.98%"
"2021년 05월 27일","5,080","5,060","5,100","4,975","1.57M","0.40%"
"2021년 05월 26일","5,060","5,000","5,200","4,960","3.30M","1.50%"
"2021년 05월 25일","4,985","5,040","5,120","4,900","4.29M","1.12%"
"2021년 05월 24일","4,930","5,450","5,530","4,930","6.67M","-13.66%"
"2021년 05월 23일","5,710","5,710","5,710","5,710","-","0.00%"
"2021년 05월 21일","5,710","4,975","6,130","4,930","39.58M","14.77%"
"2021년 05월 20일","4,975","5,230","5,450","4,975","7.93M","-1.49%"
"2021년 05월 19일","5,050","5,050","5,050","5,050","-","0.00%"
"2021년 05월 18일","5,050","4,850","5,200","4,795","4.81M","1.20%"
"2021년 05월 17일","4,990","4,715","5,160","4,630","8.75M","5.61%"
"2021년 05월 16일","4,725","4,725","4,725","4,725","-","0.00%"
"2021년 05월 14일","4,725","4,930","5,010","4,625","2.90M","-2.58%"
"2021년 05월 13일","4,850","5,570","6,200","4,850","28.89M","-10.19%"
"2021년 05월 12일","5,400","5,320","5,520","5,320","2.05M","0.19%"
"2021년 05월 11일","5,390","5,290","5,440","5,290","1.61M","2.67%"
"2021년 05월 10일","5,250","5,310","5,380","5,250","2.16M","-3.49%"
"2021년 05월 09일","5,440","5,440","5,440","5,440","-","0.00%"
"2021년 05월 07일","5,440","5,520","5,540","5,240","8.91M","0.18%"
"2021년 05월 06일","5,430","5,420","5,920","5,170","61.61M","11.04%"
"2021년 05월 05일","4,890","4,890","4,890","4,890","-","0.00%"
"2021년 05월 04일","4,890","3,860","4,890","3,860","12.57M","29.88%"
"2021년 05월 03일","3,765","3,760","4,045","3,655","3.83M","0.80%"
"2021년 05월 02일","3,735","3,735","3,735","3,735","-","0.00%"
"2021년 04월 30일","3,735","3,635","3,780","3,600","1.38M","4.48%"
"2021년 04월 29일","3,575","3,575","3,640","3,530","368.83K","0.00%"
"2021년 04월 28일","3,575","3,790","3,800","3,550","774.84K","-3.90%"
"2021년 04월 27일","3,720","3,685","3,770","3,635","733.82K","1.78%"
"2021년 04월 26일","3,655","3,660","3,685","3,625","434.79K","0.14%"
"2021년 04월 23일","3,650","3,620","3,660","3,605","342.01K","0.41%"
"2021년 04월 22일","3,635","3,600","3,640","3,575","391.00K","1.25%"
"2021년 04월 21일","3,590","3,605","3,640","3,545","404.14K","-0.55%"
"2021년 04월 20일","3,610","3,545","3,620","3,535","380.55K","1.40%"
"2021년 04월 19일","3,560","3,600","3,600","3,540","196.42K","-0.42%"
"2021년 04월 16일","3,575","3,535","3,575","3,500","287.86K","1.71%"
"2021년 04월 15일","3,515","3,600","3,615","3,500","336.32K","-2.23%"
"2021년 04월 14일","3,595","3,635","3,635","3,525","397.27K","-1.10%"
"2021년 04월 13일","3,635","3,600","3,665","3,595","741.29K","1.54%"
"2021년 04월 12일","3,580","3,645","3,670","3,570","502.16K","-1.24%"
"2021년 04월 09일","3,625","3,580","3,655","3,555","658.67K","1.54%"
"2021년 04월 08일","3,570","3,705","3,710","3,530","892.37K","-2.19%"
"2021년 04월 07일","3,650","3,660","3,720","3,545","2.98M","2.24%"
"2021년 04월 06일","3,570","3,470","3,590","3,435","1.11M","2.88%"
"2021년 04월 05일","3,470","3,440","3,485","3,425","272.57K","0.58%"
"2021년 04월 02일","3,450","3,455","3,460","3,395","326.47K","0.00%"
"2021년 04월 01일","3,450","3,495","3,495","3,415","268.49K","-1.00%"
"2021년 03월 31일","3,485","3,415","3,490","3,380","449.59K","2.05%"
"2021년 03월 30일","3,415","3,440","3,545","3,390","787.55K","-1.73%"
"2021년 03월 29일","3,475","3,440","3,500","3,365","651.76K","1.31%"
"2021년 03월 28일","3,430","3,430","3,430","3,430","-","0.00%"
"2021년 03월 26일","3,430","3,385","3,485","3,340","594.50K","2.54%"
"2021년 03월 25일","3,345","3,410","3,445","3,340","523.88K","-1.33%"
"2021년 03월 24일","3,390","3,450","3,595","3,335","3.30M","1.95%"
"2021년 03월 23일","3,325","3,185","3,530","3,165","6.55M","5.39%"
"2021년 03월 22일","3,155","3,195","3,240","3,155","286.45K","-1.10%"
"2021년 03월 19일","3,190","3,160","3,205","3,150","143.38K","-0.62%"
"2021년 03월 18일","3,210","3,240","3,260","3,195","388.13K","0.31%"
"2021년 03월 17일","3,200","3,240","3,240","3,150","233.45K","-0.31%"
"2021년 03월 16일","3,210","3,240","3,270","3,200","281.96K","-0.31%"
"2021년 03월 15일","3,220","3,150","3,235","3,140","343.89K","2.22%"
"2021년 03월 12일","3,150","3,120","3,150","3,075","224.43K","1.29%"
"2021년 03월 11일","3,110","3,140","3,150","3,080","189.23K","0.48%"
"2021년 03월 10일","3,095","3,230","3,230","3,080","229.63K","-1.75%"
"2021년 03월 09일","3,150","3,130","3,230","3,065","407.12K","0.16%"
"2021년 03월 08일","3,145","3,130","3,240","3,125","539.02K","0.64%"
"2021년 03월 05일","3,125","3,135","3,165","3,020","526.54K","-1.26%"
"2021년 03월 04일","3,165","3,125","3,240","3,115","509.34K","-0.16%"
"2021년 03월 03일","3,170","3,150","3,200","3,140","395.01K","-0.16%"
"2021년 03월 02일","3,175","3,400","3,450","3,115","1.91M","-6.62%"
"2021년 03월 01일","3,400","3,400","3,400","3,400","-","0.00%"
"2021년 02월 26일","3,400","3,530","3,710","3,385","4.75M","-2.02%"
"2021년 02월 25일","3,470","3,445","3,620","3,395","890.24K","2.36%"
"2021년 02월 24일","3,390","3,600","3,625","3,375","924.88K","-7.12%"
"2021년 02월 23일","3,650","3,500","3,660","3,455","1.49M","5.04%"
"2021년 02월 22일","3,475","3,520","3,695","3,465","2.70M","0.14%"
"2021년 02월 19일","3,470","3,445","3,485","3,385","447.33K","0.43%"
"2021년 02월 18일","3,455","3,520","3,535","3,425","379.53K","-1.85%"
"2021년 02월 17일","3,520","3,495","3,525","3,475","290.16K","0.72%"
"2021년 02월 16일","3,495","3,470","3,495","3,445","243.43K","0.58%"
"2021년 02월 15일","3,475","3,430","3,475","3,415","218.65K","1.31%"
"2021년 02월 10일","3,430","3,465","3,470","3,400","232.65K","-0.72%"
"2021년 02월 09일","3,455","3,490","3,495","3,440","250.85K","-0.72%"
"2021년 02월 08일","3,480","3,520","3,540","3,440","418.26K","-0.71%"
"2021년 02월 05일","3,505","3,550","3,565","3,465","367.02K","-1.27%"
"2021년 02월 04일","3,550","3,620","3,645","3,480","1.16M","-2.74%"
"2021년 02월 03일","3,650","3,470","3,690","3,455","3.23M","5.64%"
"2021년 02월 02일","3,455","3,540","3,545","3,395","1.27M","-1.00%"
"2021년 02월 01일","3,490","3,620","3,855","3,395","3.82M","-4.51%"
"2021년 01월 31일","3,655","3,655","3,655","3,655","-","0.00%"
"2021년 01월 29일","3,655","3,550","3,660","3,430","1.14M","2.96%"
"2021년 01월 28일","3,550","3,530","3,585","3,455","425.35K","-1.39%"
"2021년 01월 27일","3,600","3,605","3,630","3,565","243.38K","0.14%"
"2021년 01월 26일","3,595","3,600","3,635","3,560","267.89K","-0.14%"
"2021년 01월 25일","3,600","3,665","3,690","3,575","453.99K","-0.69%"
"2021년 01월 22일","3,625","3,720","3,725","3,600","470.53K","-1.76%"
"2021년 01월 21일","3,690","3,725","3,745","3,650","579.55K","-1.20%"
"2021년 01월 20일","3,735","3,655","3,750","3,575","847.11K","2.89%"
"2021년 01월 19일","3,630","3,515","3,680","3,515","1.10M","4.01%"
"2021년 01월 18일","3,490","3,540","3,735","3,490","2.58M","0.00%"
"2021년 01월 17일","3,490","3,490","3,490","3,490","-","0.00%"
"2021년 01월 15일","3,490","3,530","3,560","3,460","355.47K","-1.69%"
"2021년 01월 14일","3,550","3,555","3,575","3,480","330.41K","0.42%"
"2021년 01월 13일","3,535","3,560","3,560","3,480","326.21K","0.14%"
"2021년 01월 12일","3,530","3,390","3,600","3,370","770.50K","2.77%"
"2021년 01월 11일","3,435","3,515","3,625","3,400","907.94K","-2.97%"
"2021년 01월 10일","3,540","3,540","3,540","3,540","-","0.00%"
"2021년 01월 08일","3,540","3,620","3,625","3,475","1.16M","-2.61%"
"2021년 01월 07일","3,635","3,420","3,760","3,405","4.67M","6.44%"
"2021년 01월 06일","3,415","3,425","3,445","3,355","404.82K","0.00%"
"2021년 01월 05일","3,415","3,475","3,515","3,375","423.85K","-1.01%"
"2021년 01월 04일","3,450","3,445","3,470","3,360","387.43K","1.02%"
"2020년 12월 30일","3,415","3,385","3,455","3,325","413.31K","1.34%"
"2020년 12월 29일","3,370","3,325","3,385","3,310","300.85K","1.97%"
"2020년 12월 28일","3,305","3,395","3,430","3,300","469.52K","-4.20%"
"2020년 12월 27일","3,450","3,450","3,450","3,450","-","0.00%"
"2020년 12월 24일","3,450","3,370","3,460","3,340","827.59K","2.99%"
"2020년 12월 23일","3,350","3,355","3,380","3,295","550.95K","-0.30%"
"2020년 12월 22일","3,360","3,280","3,490","3,275","3.53M","3.07%"
"2020년 12월 21일","3,260","3,310","3,310","3,225","270.89K","-1.06%"
"2020년 12월 18일","3,295","3,400","3,445","3,295","1.27M","0.76%"
"2020년 12월 17일","3,270","3,210","3,285","3,205","413.48K","1.87%"
"2020년 12월 16일","3,210","3,180","3,215","3,170","132.95K","1.10%"
"2020년 12월 15일","3,175","3,220","3,225","3,155","166.35K","-1.09%"
"2020년 12월 14일","3,210","3,235","3,245","3,195","183.37K","-1.38%"
"2020년 12월 13일","3,255","3,255","3,255","3,255","-","0.00%"
"2020년 12월 11일","3,255","3,295","3,295","3,245","156.97K","-0.76%"
"2020년 12월 10일","3,280","3,230","3,295","3,220","207.13K","0.46%"
"2020년 12월 09일","3,265","3,200","3,265","3,165","248.90K","2.51%"
"2020년 12월 08일","3,185","3,175","3,210","3,150","270.99K","0.63%"
"2020년 12월 07일","3,165","3,250","3,250","3,145","319.72K","-2.01%"
"2020년 12월 04일","3,230","3,310","3,310","3,225","318.59K","-2.27%"
"2020년 12월 03일","3,305","3,305","3,320","3,275","245.37K","-0.45%"
"2020년 12월 02일","3,320","3,330","3,335","3,260","398.93K","0.30%"
"2020년 12월 01일","3,310","3,220","3,320","3,220","420.63K","3.12%"
"2020년 11월 30일","3,210","3,245","3,250","3,190","400.25K","-1.23%"
"2020년 11월 27일","3,250","3,260","3,335","3,235","613.26K","-0.46%"
"2020년 11월 26일","3,265","3,295","3,365","3,250","437.84K","-1.66%"
"2020년 11월 25일","3,320","3,400","3,415","3,260","750.87K","-2.06%"
"2020년 11월 24일","3,390","3,370","3,440","3,365","619.46K","0.00%"
"2020년 11월 23일","3,390","3,340","3,440","3,335","1.06M","1.50%"
"2020년 11월 22일","3,340","3,340","3,340","3,340","-","0.00%"
"2020년 11월 20일","3,340","3,495","3,520","3,340","1.53M","-4.16%"
"2020년 11월 19일","3,485","3,615","3,660","3,475","2.60M","-5.43%"
"2020년 11월 18일","3,685","3,330","3,935","3,330","18.18M","13.38%"
"2020년 11월 17일","3,250","3,615","3,720","3,235","8.18M","-4.97%"
"2020년 11월 16일","3,420","3,495","3,500","3,320","1.04M","1.03%"
"2020년 11월 15일","3,385","3,385","3,385","3,385","-","0.00%"
"2020년 11월 13일","3,385","3,365","3,455","3,335","543.55K","0.59%"
"2020년 11월 12일","3,365","3,435","3,530","3,360","1.99M","0.15%"
"2020년 11월 11일","3,360","3,370","3,395","3,270","462.20K","1.51%"
"2020년 11월 10일","3,310","3,340","3,400","3,285","413.51K","-0.90%"
"2020년 11월 09일","3,340","3,315","3,460","3,280","748.79K","1.52%"
"2020년 11월 06일","3,290","3,265","3,340","3,235","435.09K","0.92%"
"2020년 11월 05일","3,260","3,290","3,325","3,250","489.68K","0.31%"
"2020년 11월 04일","3,250","3,230","3,290","3,160","512.14K","0.62%"
"2020년 11월 03일","3,230","3,210","3,255","3,145","444.17K","1.57%"
"2020년 11월 02일","3,180","2,995","3,230","2,995","422.68K","6.89%"
"2020년 10월 30일","2,975","3,090","3,110","2,975","247.18K","-2.78%"
"2020년 10월 29일","3,060","3,030","3,070","3,000","227.56K","-1.77%"
"2020년 10월 28일","3,115","2,970","3,120","2,970","268.59K","4.88%"
"2020년 10월 27일","2,970","2,950","3,030","2,905","267.48K","-0.17%"
"2020년 10월 26일","2,975","3,080","3,120","2,940","568.32K","-4.65%"
"2020년 10월 23일","3,120","3,165","3,170","3,090","275.98K","0.00%"
"2020년 10월 22일","3,120","3,275","3,275","3,120","757.55K","-4.88%"
"2020년 10월 21일","3,280","3,325","3,350","3,245","392.46K","-1.20%"
"2020년 10월 20일","3,320","3,210","3,325","3,140","692.52K","1.37%"
"2020년 10월 19일","3,275","3,420","3,520","3,245","1.31M","-3.39%"
"2020년 10월 16일","3,390","3,295","3,620","3,250","5.02M","2.11%"
"2020년 10월 15일","3,320","3,400","3,425","3,205","825.46K","-1.78%"
"2020년 10월 14일","3,380","3,580","3,580","3,325","1.37M","-5.19%"
"2020년 10월 13일","3,565","3,545","3,595","3,430","2.34M","3.18%"
"2020년 10월 12일","3,455","3,410","3,735","3,335","12.63M","4.07%"
"2020년 10월 11일","3,320","3,320","3,320","3,320","-","0.00%"
"2020년 10월 08일","3,320","3,170","3,470","3,165","4.83M","4.73%"
"2020년 10월 07일","3,170","3,230","3,270","3,160","783.88K","-3.35%"
"2020년 10월 06일","3,280","3,125","3,325","3,105","3.34M","5.30%"
"2020년 10월 05일","3,115","3,020","3,115","2,985","533.83K","3.15%"
"2020년 09월 29일","3,020","2,995","3,045","2,965","222.02K","1.68%"
"2020년 09월 28일","2,970","2,995","2,995","2,905","166.89K","1.02%"
"2020년 09월 27일","2,940","2,940","2,940","2,940","-","0.00%"
"2020년 09월 25일","2,940","2,870","3,070","2,855","511.85K","3.34%"
"2020년 09월 24일","2,845","2,890","3,045","2,795","454.66K","-3.89%"
"2020년 09월 23일","2,960","2,850","2,990","2,800","306.77K","3.86%"
"2020년 09월 22일","2,850","2,985","3,045","2,840","493.95K","-5.00%"
"2020년 09월 21일","3,000","3,140","3,180","3,000","622.67K","-4.76%"
"2020년 09월 20일","3,150","3,150","3,150","3,150","-","0.00%"
"2020년 09월 18일","3,150","3,110","3,170","3,035","428.24K","0.00%"
"2020년 09월 17일","3,150","3,130","3,215","3,090","628.61K","0.80%"
"2020년 09월 16일","3,125","3,120","3,315","3,090","2.15M","0.32%"
"2020년 09월 15일","3,115","3,105","3,170","3,000","718.75K","1.47%"
"2020년 09월 14일","3,070","3,035","3,130","3,035","478.98K","1.15%"
"2020년 09월 11일","3,035","3,120","3,120","3,000","570.98K","-2.72%"
"2020년 09월 10일","3,120","3,200","3,200","3,090","924.68K","-2.80%"
"2020년 09월 09일","3,210","2,900","3,270","2,900","2.63M","7.90%"
"2020년 09월 08일","2,975","3,140","3,185","2,975","989.20K","-3.88%"
"2020년 09월 07일","3,095","2,990","3,370","2,980","5.82M","3.86%"
"2020년 09월 06일","2,980","2,980","2,980","2,980","-","0.00%"
"2020년 09월 04일","2,980","2,700","3,455","2,445","11.26M","6.24%"
"2020년 09월 03일","2,805","2,765","2,830","2,755","177.42K","1.08%"
"2020년 09월 02일","2,775","2,770","2,795","2,755","95.12K","0.18%"
"2020년 09월 01일","2,770","2,785","2,785","2,740","82.93K","0.00%"
"2020년 08월 31일","2,770","2,795","2,800","2,740","115.70K","1.65%"
"2020년 08월 28일","2,725","2,700","2,750","2,680","160.34K","1.49%"
"2020년 08월 27일","2,685","2,735","2,740","2,645","235.01K","-1.83%"
"2020년 08월 26일","2,735","2,795","2,795","2,695","159.65K","-0.55%"
"2020년 08월 25일","2,750","2,745","2,755","2,695","190.27K","2.04%"
"2020년 08월 24일","2,695","2,660","2,715","2,620","195.10K","-0.19%"
"2020년 08월 21일","2,700","2,740","2,760","2,610","266.52K","-1.82%"
"2020년 08월 20일","2,750","2,780","2,780","2,505","535.84K","-1.43%"
"2020년 08월 19일","2,790","2,705","2,805","2,705","168.53K","2.76%"
"2020년 08월 18일","2,715","2,880","2,905","2,705","569.42K","-6.86%"
"2020년 08월 17일","2,915","2,915","2,915","2,915","-","0.00%"
"2020년 08월 14일","2,915","3,005","3,035","2,890","396.87K","-2.83%"
"2020년 08월 13일","3,000","3,065","3,095","2,985","461.26K","-1.80%"
"2020년 08월 12일","3,055","3,100","3,140","3,005","1.00M","0.66%"
"2020년 08월 11일","3,035","3,140","3,430","3,030","7.88M","-1.46%"
"2020년 08월 10일","3,080","3,200","3,200","3,060","463.63K","0.82%"
"2020년 08월 07일","3,055","3,045","3,105","3,010","221.42K","0.66%"
"2020년 08월 06일","3,035","3,065","3,065","3,010","149.79K","0.50%"
"2020년 08월 05일","3,020","3,160","3,160","3,010","245.78K","-1.63%"
"2020년 08월 04일","3,070","3,035","3,150","3,030","520.91K","1.15%"
"2020년 08월 03일","3,035","3,050","3,060","2,980","268.20K","1.68%"
"2020년 08월 02일","2,985","2,985","2,985","2,985","-","0.00%"
"2020년 07월 31일","2,985","3,045","3,065","2,975","249.47K","-0.17%"
"2020년 07월 30일","2,990","3,020","3,090","2,970","867.02K","-0.17%"
"2020년 07월 29일","2,995","2,870","3,000","2,860","481.18K","3.81%"
"2020년 07월 28일","2,885","2,890","2,990","2,865","263.52K","0.00%"
"2020년 07월 27일","2,885","2,840","2,920","2,840","208.78K","1.58%"
"2020년 07월 24일","2,840","2,905","2,905","2,835","158.99K","-1.56%"
"2020년 07월 23일","2,885","2,900","2,920","2,850","160.57K","-0.69%"
"2020년 07월 22일","2,905","2,900","2,965","2,860","240.46K","0.35%"
"2020년 07월 21일","2,895","2,930","2,970","2,870","222.92K","-0.52%"
"2020년 07월 20일","2,910","2,935","2,935","2,855","151.53K","0.00%"
"2020년 07월 17일","2,910","2,875","2,930","2,870","93.55K","0.87%"
"2020년 07월 16일","2,885","2,895","2,935","2,870","163.23K","-0.52%"
"2020년 07월 15일","2,900","2,850","2,925","2,840","287.42K","0.87%"
"2020년 07월 14일","2,875","2,915","2,920","2,870","300.44K","-2.04%"
"2020년 07월 13일","2,935","2,980","2,980","2,900","415.78K","-1.84%"
"2020년 07월 10일","2,990","3,065","3,420","2,950","6.62M","1.87%"
"2020년 07월 09일","2,935","2,920","2,960","2,905","163.14K","0.51%"
"2020년 07월 08일","2,920","3,055","3,075","2,900","476.07K","-0.68%"
"2020년 07월 07일","2,940","2,990","3,000","2,920","207.57K","-0.68%"
"2020년 07월 06일","2,960","2,895","2,960","2,870","237.53K","2.25%"
"2020년 07월 05일","2,895","2,895","2,895","2,895","-","0.00%"
"2020년 07월 03일","2,895","2,855","2,895","2,830","205.36K","2.12%"
"2020년 07월 02일","2,835","2,725","2,835","2,725","137.79K","4.61%"
"2020년 07월 01일","2,710","2,755","2,755","2,680","78.09K","0.18%"
"2020년 06월 30일","2,705","2,745","2,745","2,675","40.53K","0.74%"
"2020년 06월 29일","2,685","2,700","2,745","2,670","117.82K","-2.19%"
"2020년 06월 26일","2,745","2,745","2,790","2,730","94.25K","0.55%"
