"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 11월 18일","1,865","1,830","1,900","1,810","1.28M","1.91%"
"2020년 11월 17일","1,830","1,865","1,870","1,820","361.26K","-1.35%"
"2020년 11월 16일","1,855","1,840","1,890","1,830","1.89M","0.82%"
"2020년 11월 13일","1,840","1,880","1,880","1,830","551.93K","-0.81%"
"2020년 11월 12일","1,855","1,840","1,870","1,815","1.09M","0.54%"
"2020년 11월 11일","1,845","1,835","1,855","1,820","532.85K","0.00%"
"2020년 11월 10일","1,845","1,880","1,895","1,830","1.06M","-0.81%"
"2020년 11월 09일","1,860","1,770","1,895","1,755","4.26M","5.98%"
"2020년 11월 06일","1,755","1,755","1,760","1,740","148.46K","0.29%"
"2020년 11월 05일","1,750","1,735","1,775","1,735","268.62K","0.00%"
"2020년 11월 04일","1,750","1,735","1,760","1,725","151.95K","0.86%"
"2020년 11월 03일","1,735","1,715","1,745","1,715","123.29K","1.46%"
"2020년 11월 02일","1,710","1,705","1,725","1,705","107.08K","0.29%"
"2020년 10월 30일","1,705","1,725","1,730","1,700","128.18K","-1.16%"
"2020년 10월 29일","1,725","1,710","1,725","1,695","202.68K","-0.58%"
"2020년 10월 28일","1,735","1,720","1,735","1,715","159.65K","0.87%"
"2020년 10월 27일","1,720","1,710","1,735","1,705","186.24K","-0.58%"
"2020년 10월 26일","1,730","1,795","1,800","1,720","258.13K","-3.35%"
"2020년 10월 23일","1,790","1,795","1,810","1,770","504.73K","0.00%"
"2020년 10월 22일","1,790","1,780","1,830","1,755","760.92K","-0.28%"
"2020년 10월 21일","1,795","1,745","1,795","1,730","337.71K","3.16%"
"2020년 10월 20일","1,740","1,750","1,750","1,705","217.53K","-0.29%"
"2020년 10월 19일","1,745","1,740","1,845","1,740","231.02K","1.16%"
"2020년 10월 16일","1,725","1,740","1,760","1,715","159.87K","-1.43%"
"2020년 10월 15일","1,750","1,755","1,760","1,730","220.42K","-0.57%"
"2020년 10월 14일","1,760","1,775","1,795","1,750","168.58K","-1.40%"
"2020년 10월 13일","1,785","1,795","1,805","1,760","259.95K","0.28%"
"2020년 10월 12일","1,780","1,825","1,835","1,760","1.09M","2.59%"
"2020년 10월 08일","1,735","1,770","1,770","1,735","116.15K","0.00%"
"2020년 10월 07일","1,735","1,730","1,745","1,725","121.54K","0.00%"
"2020년 10월 06일","1,735","1,735","1,760","1,725","147.62K","0.00%"
"2020년 10월 05일","1,735","1,725","1,750","1,720","131.51K","0.58%"
"2020년 09월 29일","1,725","1,725","1,745","1,720","180.54K","0.58%"
"2020년 09월 28일","1,715","1,690","1,735","1,690","197.47K","1.78%"
"2020년 09월 25일","1,685","1,700","1,720","1,670","241.20K","-0.30%"
"2020년 09월 24일","1,690","1,695","1,720","1,690","225.34K","-2.03%"
"2020년 09월 23일","1,725","1,725","1,745","1,700","195.03K","0.58%"
"2020년 09월 22일","1,715","1,735","1,750","1,715","273.92K","-1.44%"
"2020년 09월 21일","1,740","1,740","1,750","1,730","237.86K","0.00%"
"2020년 09월 20일","1,740","1,740","1,740","1,740","-","0.00%"
"2020년 09월 18일","1,740","1,755","1,765","1,720","238.04K","-0.85%"
"2020년 09월 17일","1,755","1,795","1,795","1,745","207.68K","-1.40%"
"2020년 09월 16일","1,780","1,800","1,805","1,775","276.03K","-0.84%"
"2020년 09월 15일","1,795","1,805","1,805","1,780","220.16K","0.28%"
"2020년 09월 14일","1,790","1,770","1,810","1,770","332.18K","0.56%"
"2020년 09월 13일","1,780","1,780","1,780","1,780","-","0.00%"
"2020년 09월 11일","1,780","1,770","1,790","1,760","302.92K","0.56%"
"2020년 09월 10일","1,770","1,755","1,770","1,745","255.95K","1.72%"
"2020년 09월 09일","1,740","1,730","1,755","1,725","287.13K","-1.14%"
"2020년 09월 08일","1,760","1,760","1,780","1,750","191.09K","-0.56%"
"2020년 09월 07일","1,770","1,755","1,775","1,725","265.12K","1.43%"
"2020년 09월 04일","1,745","1,715","1,750","1,695","280.11K","-0.85%"
"2020년 09월 03일","1,760","1,765","1,780","1,760","180.42K","0.00%"
"2020년 09월 02일","1,760","1,760","1,775","1,745","219.76K","0.28%"
"2020년 09월 01일","1,755","1,750","1,770","1,740","168.45K","-0.28%"
"2020년 08월 31일","1,760","1,740","1,795","1,740","360.87K","1.73%"
"2020년 08월 28일","1,730","1,720","1,750","1,720","171.03K","0.58%"
"2020년 08월 27일","1,720","1,760","1,765","1,710","368.73K","-1.71%"
"2020년 08월 26일","1,750","1,740","1,775","1,710","490.92K","0.57%"
"2020년 08월 25일","1,740","1,705","1,750","1,705","246.42K","2.35%"
"2020년 08월 24일","1,700","1,665","1,700","1,655","205.29K","0.89%"
"2020년 08월 21일","1,685","1,675","1,700","1,645","347.31K","1.20%"
"2020년 08월 20일","1,665","1,710","1,740","1,640","706.56K","-3.76%"
"2020년 08월 19일","1,730","1,715","1,755","1,715","363.21K","1.17%"
"2020년 08월 18일","1,710","1,790","1,805","1,710","709.83K","-5.00%"
"2020년 08월 14일","1,800","1,795","1,815","1,770","574.81K","-0.55%"
"2020년 08월 13일","1,810","1,830","1,835","1,780","726.78K","-0.55%"
"2020년 08월 12일","1,820","1,865","1,870","1,805","810.80K","-2.41%"
"2020년 08월 11일","1,865","1,895","1,910","1,850","995.93K","-1.84%"
"2020년 08월 10일","1,900","1,850","1,955","1,845","4.38M","2.98%"
"2020년 08월 09일","1,845","1,845","1,845","1,845","-","0.00%"
"2020년 08월 07일","1,845","1,855","1,885","1,835","1.27M","-0.54%"
"2020년 08월 06일","1,855","1,830","1,880","1,825","1.63M","1.37%"
"2020년 08월 05일","1,830","1,840","1,845","1,820","432.32K","0.27%"
"2020년 08월 04일","1,825","1,810","1,835","1,795","522.48K","1.39%"
"2020년 08월 03일","1,800","1,820","1,820","1,790","444.88K","-0.28%"
"2020년 07월 31일","1,805","1,860","1,865","1,790","993.02K","-2.70%"
"2020년 07월 30일","1,855","1,850","1,870","1,845","564.80K","0.27%"
"2020년 07월 29일","1,850","1,840","1,880","1,835","769.47K","0.00%"
"2020년 07월 28일","1,850","1,880","1,880","1,835","946.59K","-1.60%"
"2020년 07월 27일","1,880","1,905","1,905","1,845","2.40M","0.27%"
"2020년 07월 26일","1,875","1,875","1,875","1,875","-","0.00%"
"2020년 07월 24일","1,875","1,800","1,875","1,780","1.22M","3.88%"
"2020년 07월 23일","1,805","1,845","1,870","1,805","1.06M","0.00%"
"2020년 07월 22일","1,805","1,815","1,850","1,805","622.41K","-0.82%"
"2020년 07월 21일","1,820","1,810","1,835","1,790","727.71K","1.11%"
"2020년 07월 20일","1,800","1,860","1,860","1,785","1.10M","-3.23%"
"2020년 07월 17일","1,860","1,830","1,865","1,830","509.19K","1.36%"
"2020년 07월 16일","1,835","1,870","1,870","1,825","529.87K","-1.61%"
"2020년 07월 15일","1,865","1,860","1,885","1,845","994.82K","1.36%"
"2020년 07월 14일","1,840","1,850","1,865","1,820","1.35M","-1.08%"
"2020년 07월 13일","1,860","1,860","1,875","1,825","1.20M","0.81%"
"2020년 07월 10일","1,845","1,895","1,895","1,845","723.89K","-2.64%"
"2020년 07월 09일","1,895","1,880","1,940","1,855","1.03M","0.80%"
"2020년 07월 08일","1,880","1,890","1,895","1,855","543.15K","-0.79%"
"2020년 07월 07일","1,895","1,930","1,945","1,865","1.02M","-2.07%"
"2020년 07월 06일","1,935","1,900","1,985","1,870","2.78M","0.52%"
"2020년 07월 05일","1,925","1,925","1,925","1,925","-","0.00%"
"2020년 07월 03일","1,925","1,900","1,950","1,835","3.90M","2.67%"
"2020년 07월 02일","1,875","1,835","1,925","1,825","2.91M","3.88%"
"2020년 07월 01일","1,805","2,070","2,165","1,805","20.04M","1.69%"
"2020년 06월 30일","1,775","1,770","1,810","1,730","812.80K","3.80%"
"2020년 06월 29일","1,710","1,710","1,765","1,710","270.86K","-1.72%"
"2020년 06월 26일","1,740","1,760","1,765","1,725","282.28K","-0.57%"
"2020년 06월 25일","1,750","1,745","1,765","1,710","494.90K","-1.13%"
"2020년 06월 24일","1,770","1,800","1,820","1,750","593.19K","-0.84%"
"2020년 06월 23일","1,785","1,760","1,885","1,750","1.98M","1.42%"
"2020년 06월 22일","1,760","1,730","1,825","1,730","682.31K","0.57%"
"2020년 06월 21일","1,750","1,750","1,750","1,750","-","0.00%"
"2020년 06월 19일","1,750","1,750","1,810","1,705","628.29K","1.74%"
"2020년 06월 18일","1,720","1,720","1,745","1,695","271.73K","0.00%"
"2020년 06월 17일","1,720","1,720","1,765","1,665","430.85K","-0.86%"
"2020년 06월 16일","1,735","1,660","1,765","1,660","583.33K","7.10%"
"2020년 06월 15일","1,620","1,785","1,785","1,620","901.96K","-9.50%"
"2020년 06월 12일","1,790","1,765","1,820","1,755","890.19K","-3.24%"
"2020년 06월 11일","1,850","1,875","1,900","1,840","543.71K","-1.60%"
"2020년 06월 10일","1,880","1,895","1,905","1,855","1.13M","-1.05%"
"2020년 06월 09일","1,900","1,935","1,940","1,875","1.26M","-1.81%"
"2020년 06월 08일","1,935","2,000","2,015","1,935","932.23K","-3.25%"
"2020년 06월 07일","2,000","2,000","2,000","2,000","-","0.00%"
"2020년 06월 05일","2,000","1,985","2,045","1,970","1.55M","-0.50%"
"2020년 06월 04일","2,010","2,010","2,080","1,910","4.77M","0.75%"
"2020년 06월 03일","1,995","2,000","2,060","1,995","2.72M","-4.32%"
"2020년 06월 02일","2,085","2,045","2,110","2,015","10.13M","5.04%"
"2020년 06월 01일","1,985","2,115","2,165","1,970","10.76M","-1.24%"
"2020년 05월 29일","2,010","1,945","2,085","1,885","15.22M","7.77%"
"2020년 05월 28일","1,865","1,775","2,185","1,770","44.04M","5.67%"
"2020년 05월 27일","1,765","1,745","1,785","1,740","849.91K","0.86%"
"2020년 05월 26일","1,750","1,750","1,770","1,730","845.03K","0.86%"
"2020년 05월 25일","1,735","1,775","1,790","1,725","777.89K","-1.14%"
"2020년 05월 24일","1,755","1,755","1,755","1,755","-","0.00%"
"2020년 05월 22일","1,755","1,805","1,830","1,730","1.59M","-1.96%"
"2020년 05월 21일","1,790","1,765","1,790","1,735","720.52K","1.70%"
"2020년 05월 20일","1,760","1,760","1,775","1,745","437.96K","0.28%"
"2020년 05월 19일","1,755","1,740","1,780","1,725","899.85K","0.57%"
"2020년 05월 18일","1,745","1,755","1,760","1,725","834.36K","0.58%"
"2020년 05월 17일","1,735","1,735","1,735","1,735","-","0.00%"
"2020년 05월 15일","1,735","1,705","1,735","1,690","436.78K","2.06%"
"2020년 05월 14일","1,700","1,710","1,735","1,690","356.35K","-1.45%"
"2020년 05월 13일","1,725","1,695","1,730","1,680","451.04K","0.58%"
"2020년 05월 12일","1,715","1,720","1,750","1,690","485.73K","-0.58%"
"2020년 05월 11일","1,725","1,775","1,780","1,725","746.55K","-2.54%"
"2020년 05월 10일","1,770","1,770","1,770","1,770","-","0.00%"
"2020년 05월 08일","1,770","1,740","1,775","1,740","947.87K","2.31%"
"2020년 05월 07일","1,730","1,750","1,760","1,720","860.90K","-1.14%"
"2020년 05월 06일","1,750","1,710","1,820","1,690","3.41M","3.55%"
"2020년 05월 04일","1,690","1,660","1,740","1,650","2.21M","1.50%"
"2020년 04월 29일","1,665","1,660","1,735","1,640","2.04M","0.60%"
"2020년 04월 28일","1,655","1,665","1,680","1,625","495.55K","0.00%"
"2020년 04월 27일","1,655","1,640","1,665","1,625","451.18K","2.16%"
"2020년 04월 24일","1,620","1,700","1,705","1,600","839.79K","-2.99%"
"2020년 04월 23일","1,670","1,615","1,690","1,610","1.12M","4.05%"
"2020년 04월 22일","1,605","1,625","1,625","1,570","1.46M","-1.53%"
"2020년 04월 21일","1,630","1,705","1,715","1,580","1.80M","-4.68%"
"2020년 04월 20일","1,710","1,710","1,735","1,685","844.52K","0.88%"
"2020년 04월 19일","1,695","1,695","1,695","1,695","-","0.00%"
"2020년 04월 17일","1,695","1,760","1,785","1,600","1.70M","-4.24%"
"2020년 04월 16일","1,770","1,690","1,790","1,690","1.76M","2.91%"
"2020년 04월 15일","1,720","1,720","1,720","1,720","-","0.00%"
"2020년 04월 14일","1,720","1,730","1,770","1,675","2.28M","-2.55%"
"2020년 04월 13일","1,765","1,620","1,770","1,595","5.37M","8.95%"
"2020년 04월 10일","1,620","1,660","1,690","1,535","1.03M","-2.41%"
"2020년 04월 09일","1,660","1,615","1,745","1,615","2.64M","3.11%"
"2020년 04월 08일","1,610","1,635","1,645","1,575","757.49K","-1.83%"
"2020년 04월 07일","1,640","1,695","1,715","1,590","3.26M","-2.67%"
"2020년 04월 06일","1,685","1,505","1,805","1,505","14.68M","15.02%"
"2020년 04월 05일","1,465","1,465","1,465","1,465","-","0.00%"
"2020년 04월 03일","1,465","1,505","1,540","1,445","799.25K","-2.33%"
"2020년 04월 02일","1,500","1,450","1,690","1,390","3.95M","4.53%"
"2020년 04월 01일","1,435","1,515","1,615","1,430","1.37M","-7.12%"
"2020년 03월 31일","1,545","1,430","1,710","1,385","8.23M","10.36%"
"2020년 03월 30일","1,400","1,240","1,415","1,170","1.95M","12.00%"
"2020년 03월 27일","1,250","1,250","1,280","1,190","569.61K","2.46%"
"2020년 03월 26일","1,220","1,165","1,260","1,135","707.59K","5.63%"
"2020년 03월 25일","1,155","1,125","1,230","1,100","618.49K","8.96%"
"2020년 03월 24일","1,060","1,030","1,070","1,015","359.12K","4.95%"
"2020년 03월 23일","1,010","997","1,025","971","296.14K","-5.61%"
"2020년 03월 22일","1,070","1,070","1,070","1,070","-","0.00%"
"2020년 03월 20일","1,070","960","1,075","960","484.24K","11.11%"
"2020년 03월 19일","963","1,135","1,160","960","954.77K","-15.15%"
"2020년 03월 18일","1,135","1,205","1,260","1,135","291.33K","-5.02%"
"2020년 03월 17일","1,195","1,050","1,210","1,050","572.40K","-0.42%"
"2020년 03월 16일","1,200","1,235","1,315","1,200","506.72K","-2.83%"
"2020년 03월 15일","1,235","1,235","1,235","1,235","-","0.00%"
"2020년 03월 13일","1,235","1,255","1,315","1,125","942.95K","-12.10%"
"2020년 03월 12일","1,405","1,510","1,530","1,385","822.45K","-8.47%"
"2020년 03월 11일","1,535","1,600","1,610","1,530","367.34K","-4.06%"
"2020년 03월 10일","1,600","1,570","1,605","1,550","403.41K","-1.23%"
"2020년 03월 09일","1,620","1,690","1,690","1,610","358.49K","-4.71%"
"2020년 03월 08일","1,700","1,700","1,700","1,700","-","0.00%"
"2020년 03월 06일","1,700","1,730","1,730","1,690","160.34K","-2.02%"
"2020년 03월 05일","1,735","1,710","1,735","1,700","209.33K","2.66%"
"2020년 03월 04일","1,690","1,670","1,695","1,655","164.84K","1.81%"
"2020년 03월 03일","1,660","1,680","1,710","1,660","152.67K","0.61%"
"2020년 03월 02일","1,650","1,605","1,670","1,600","221.85K","2.48%"
"2020년 03월 01일","1,610","1,610","1,610","1,610","-","0.00%"
"2020년 02월 28일","1,610","1,670","1,680","1,600","469.00K","-3.88%"
"2020년 02월 27일","1,675","1,745","1,765","1,660","485.12K","-3.46%"
"2020년 02월 26일","1,735","1,705","1,770","1,705","186.80K","-0.29%"
"2020년 02월 25일","1,740","1,660","1,740","1,655","305.36K","4.19%"
"2020년 02월 24일","1,670","1,700","1,750","1,660","567.13K","-4.84%"
"2020년 02월 23일","1,755","1,755","1,755","1,755","-","0.00%"
"2020년 02월 21일","1,755","1,770","1,795","1,755","349.79K","-2.23%"
"2020년 02월 20일","1,795","1,820","1,830","1,785","240.35K","-1.64%"
"2020년 02월 19일","1,825","1,830","1,845","1,780","245.97K","0.27%"
"2020년 02월 18일","1,820","1,820","1,840","1,810","211.79K","-1.09%"
"2020년 02월 17일","1,840","1,850","1,865","1,825","205.79K","0.00%"
"2020년 02월 14일","1,840","1,845","1,875","1,835","212.19K","0.27%"
"2020년 02월 13일","1,835","1,830","1,875","1,830","422.95K","0.00%"
"2020년 02월 12일","1,835","1,830","1,845","1,815","224.64K","0.82%"
"2020년 02월 11일","1,820","1,840","1,845","1,815","335.55K","-1.36%"
"2020년 02월 10일","1,845","1,780","1,850","1,765","924.81K","3.65%"
"2020년 02월 09일","1,780","1,780","1,780","1,780","-","0.00%"
"2020년 02월 07일","1,780","1,810","1,980","1,770","6.02M","-1.39%"
"2020년 02월 06일","1,805","1,815","1,820","1,800","154.87K","0.00%"
"2020년 02월 05일","1,805","1,790","1,820","1,790","220.32K","0.84%"
"2020년 02월 04일","1,790","1,790","1,805","1,765","237.15K","1.99%"
"2020년 02월 03일","1,755","1,685","1,795","1,665","487.59K","2.63%"
"2020년 02월 02일","1,710","1,710","1,710","1,710","-","0.00%"
"2020년 01월 31일","1,710","1,760","1,790","1,710","397.54K","-2.84%"
"2020년 01월 30일","1,760","1,810","1,810","1,745","567.22K","-3.03%"
"2020년 01월 29일","1,815","1,835","1,850","1,800","326.20K","-0.82%"
"2020년 01월 28일","1,830","1,850","1,875","1,790","723.58K","-1.88%"
"2020년 01월 27일","1,865","1,865","1,865","1,865","-","0.00%"
"2020년 01월 23일","1,865","1,880","1,895","1,855","145.45K","-0.53%"
"2020년 01월 22일","1,875","1,845","1,885","1,845","334.44K","1.08%"
"2020년 01월 21일","1,855","1,885","1,920","1,850","357.35K","-1.85%"
"2020년 01월 20일","1,890","1,900","1,920","1,875","355.83K","-0.53%"
"2020년 01월 17일","1,900","1,880","1,905","1,880","329.18K","1.33%"
"2020년 01월 16일","1,875","1,900","1,910","1,870","272.94K","-1.83%"
"2020년 01월 15일","1,910","1,880","1,915","1,850","471.79K","2.14%"
"2020년 01월 14일","1,870","1,895","1,900","1,850","314.46K","-0.80%"
"2020년 01월 13일","1,885","1,895","1,930","1,850","1.05M","1.62%"
"2020년 01월 10일","1,855","1,815","1,860","1,810","309.45K","2.77%"
"2020년 01월 09일","1,805","1,770","1,825","1,770","352.84K","4.34%"
"2020년 01월 08일","1,730","1,810","1,815","1,720","580.19K","-4.95%"
"2020년 01월 07일","1,820","1,795","1,835","1,795","264.84K","1.68%"
"2020년 01월 06일","1,790","1,810","1,830","1,790","330.27K","-2.98%"
"2020년 01월 03일","1,845","1,850","1,865","1,830","305.96K","-0.54%"
"2020년 01월 02일","1,855","1,830","1,865","1,830","298.83K","1.64%"
