"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 05월 18일","8,950","9,100","9,270","8,950","32.32K","-1.21%"
"2020년 05월 15일","9,060","9,170","9,200","8,860","36.99K","1.23%"
"2020년 05월 14일","8,950","9,000","9,000","8,880","26.35K","-0.44%"
"2020년 05월 13일","8,990","9,030","9,030","8,850","15.14K","-0.77%"
"2020년 05월 12일","9,060","9,050","9,140","8,850","30.22K","0.11%"
"2020년 05월 11일","9,050","9,350","9,350","9,020","36.11K","-3.10%"
"2020년 05월 10일","9,340","9,340","9,340","9,340","-","0.00%"
"2020년 05월 08일","9,340","9,390","9,450","9,200","46.49K","-0.53%"
"2020년 05월 07일","9,390","9,340","9,390","9,160","50.68K","0.54%"
"2020년 05월 06일","9,340","10,250","10,700","9,210","497.86K","-0.21%"
"2020년 05월 05일","9,360","9,360","9,360","9,360","-","0.00%"
"2020년 05월 04일","9,360","9,380","9,590","9,200","60.39K","-1.27%"
"2020년 05월 03일","9,480","9,480","9,480","9,480","-","0.00%"
"2020년 04월 29일","9,480","9,150","9,650","9,020","202.92K","3.61%"
"2020년 04월 28일","9,150","9,000","9,170","8,850","99.69K","2.35%"
"2020년 04월 27일","8,940","8,950","9,080","8,940","44.06K","-0.67%"
"2020년 04월 26일","9,000","9,000","9,000","9,000","-","0.00%"
"2020년 04월 24일","9,000","9,220","9,400","8,880","132.74K","-0.44%"
"2020년 04월 23일","9,040","9,290","9,380","8,810","164.97K","2.84%"
"2020년 04월 22일","8,790","8,580","9,000","8,370","108.61K","-0.45%"
"2020년 04월 21일","8,830","8,810","9,360","8,380","156.34K","-1.45%"
"2020년 04월 20일","8,960","9,230","9,340","8,960","153.44K","0.45%"
"2020년 04월 19일","8,920","8,920","8,920","8,920","-","0.00%"
"2020년 04월 17일","8,920","8,840","9,020","8,750","72.59K","0.22%"
"2020년 04월 16일","8,900","9,030","9,030","8,480","89.43K","-1.55%"
"2020년 04월 15일","9,040","9,040","9,040","9,040","-","0.00%"
"2020년 04월 14일","9,040","8,810","9,670","8,500","262.47K","2.73%"
"2020년 04월 13일","8,800","9,850","9,890","8,800","274.70K","-5.38%"
"2020년 04월 12일","9,300","9,300","9,300","9,300","-","0.00%"
"2020년 04월 10일","9,300","9,420","10,150","8,950","432.84K","-7.00%"
"2020년 04월 09일","10,000","10,050","10,500","9,690","717.39K","5.15%"
"2020년 04월 08일","9,510","9,350","10,250","9,050","399.57K","-3.94%"
"2020년 04월 07일","9,900","10,250","10,750","9,450","627.63K","-8.76%"
"2020년 04월 06일","10,850","8,820","11,250","8,810","2.28M","23.44%"
"2020년 04월 05일","8,790","8,790","8,790","8,790","-","0.00%"
"2020년 04월 03일","8,790","10,350","10,900","8,410","1.14M","-4.97%"
"2020년 04월 02일","9,250","7,060","9,250","7,060","751.34K","29.92%"
"2020년 04월 01일","7,120","7,500","7,800","6,840","58.16K","-4.81%"
"2020년 03월 31일","7,480","7,290","7,990","7,200","87.99K","4.62%"
"2020년 03월 30일","7,150","6,240","7,170","6,010","77.79K","12.24%"
"2020년 03월 27일","6,370","6,500","6,670","5,900","74.76K","0.63%"
"2020년 03월 26일","6,330","5,980","6,750","5,710","81.34K","8.58%"
"2020년 03월 25일","5,830","5,420","6,280","5,200","72.77K","12.12%"
"2020년 03월 24일","5,200","5,030","5,200","4,805","36.31K","11.83%"
"2020년 03월 23일","4,650","4,940","5,160","4,500","39.74K","-9.88%"
"2020년 03월 20일","5,160","4,710","5,490","4,675","144.83K","9.55%"
"2020년 03월 19일","4,710","6,300","6,320","4,705","59.02K","-25.24%"
"2020년 03월 18일","6,300","6,730","7,000","6,240","18.02K","-7.35%"
"2020년 03월 17일","6,800","6,260","6,870","6,080","22.15K","1.34%"
"2020년 03월 16일","6,710","7,320","7,560","6,710","33.11K","-7.96%"
"2020년 03월 13일","7,290","7,440","7,720","6,390","52.81K","-10.88%"
"2020년 03월 12일","8,180","8,560","8,560","7,440","64.40K","-4.77%"
"2020년 03월 11일","8,590","9,330","9,390","8,400","57.90K","-6.73%"
"2020년 03월 10일","9,210","8,940","9,330","8,870","31.23K","0.44%"
"2020년 03월 09일","9,170","9,860","9,900","9,110","34.25K","-8.30%"
"2020년 03월 06일","10,000","10,250","10,300","9,900","21.44K","-2.91%"
"2020년 03월 05일","10,300","10,450","10,550","10,150","29.31K","-1.44%"
"2020년 03월 04일","10,450","9,930","10,550","9,900","26.85K","5.24%"
"2020년 03월 03일","9,930","10,300","10,400","9,840","25.57K","-1.19%"
"2020년 03월 02일","10,050","9,390","10,200","9,360","43.52K","5.57%"
"2020년 02월 28일","9,520","9,860","10,150","9,440","58.64K","-6.21%"
"2020년 02월 27일","10,150","10,700","10,900","9,950","50.86K","-5.14%"
"2020년 02월 26일","10,700","10,500","10,900","10,500","31.03K","-0.47%"
"2020년 02월 25일","10,750","10,200","10,950","10,000","55.34K","6.44%"
"2020년 02월 24일","10,100","10,100","10,450","9,980","61.00K","-3.81%"
"2020년 02월 21일","10,500","11,050","11,200","10,350","53.99K","-5.41%"
"2020년 02월 20일","11,100","11,000","11,300","10,850","35.19K","0.91%"
"2020년 02월 19일","11,000","11,100","11,250","10,550","51.89K","0.46%"
"2020년 02월 18일","10,950","10,850","11,200","10,750","78.82K","1.86%"
"2020년 02월 17일","10,750","11,600","11,600","10,300","222.36K","-7.33%"
"2020년 02월 14일","11,600","11,750","12,100","11,350","106.84K","-0.43%"
"2020년 02월 13일","11,650","11,900","12,050","11,200","81.79K","-2.10%"
"2020년 02월 12일","11,900","11,950","12,150","11,500","62.30K","0.85%"
"2020년 02월 11일","11,800","12,400","12,600","11,750","147.96K","-4.84%"
"2020년 02월 10일","12,400","12,400","12,750","12,300","134.79K","0.00%"
"2020년 02월 09일","12,400","12,400","12,400","12,400","-","0.00%"
"2020년 02월 07일","12,400","12,350","13,250","12,000","503.54K","1.22%"
"2020년 02월 06일","12,250","11,250","13,200","11,000","1.11M","10.36%"
"2020년 02월 05일","11,100","11,100","11,300","10,950","29.38K","0.45%"
"2020년 02월 04일","11,050","10,800","11,400","10,750","93.95K","0.91%"
"2020년 02월 03일","10,950","9,770","11,250","9,650","243.88K","10.61%"
"2020년 01월 31일","9,900","9,940","10,150","9,820","96.03K","-0.50%"
"2020년 01월 30일","9,950","10,500","10,600","9,850","107.86K","-5.24%"
"2020년 01월 29일","10,500","10,700","11,250","10,400","134.96K","-1.87%"
"2020년 01월 28일","10,700","10,600","10,800","10,100","127.45K","-3.60%"
"2020년 01월 27일","11,100","11,100","11,100","11,100","-","0.00%"
"2020년 01월 23일","11,100","11,200","11,650","10,950","183.09K","0.00%"
"2020년 01월 22일","11,100","11,300","11,400","11,000","131.02K","-2.63%"
"2020년 01월 21일","11,400","11,550","12,650","11,200","921.77K","-2.56%"
"2020년 01월 20일","11,700","12,050","12,200","11,550","122.00K","-2.50%"
"2020년 01월 19일","12,000","12,000","12,000","12,000","-","0.00%"
"2020년 01월 17일","12,000","11,950","12,150","11,550","106.27K","0.84%"
"2020년 01월 16일","11,900","12,400","12,400","11,800","141.66K","-3.25%"
"2020년 01월 15일","12,300","11,950","12,900","11,650","404.12K","2.93%"
"2020년 01월 14일","11,950","12,400","12,800","11,700","547.47K","-3.63%"
"2020년 01월 13일","12,400","11,050","12,400","10,500","881.53K","9.73%"
"2020년 01월 12일","11,300","11,300","11,300","11,300","-","0.00%"
"2020년 01월 10일","11,300","11,750","12,000","11,050","339.23K","-1.74%"
"2020년 01월 09일","11,500","10,500","11,650","10,500","347.03K","-7.63%"
"2020년 01월 08일","12,450","13,200","13,500","11,900","435.63K","-0.80%"
"2020년 01월 07일","12,550","13,700","13,700","12,050","666.53K","-14.63%"
"2020년 01월 06일","14,700","14,000","15,800","13,100","5.75M","16.21%"
"2020년 01월 05일","12,650","12,650","12,650","12,650","-","0.00%"
"2020년 01월 03일","12,650","11,100","13,450","10,150","6.97M","20.48%"
"2020년 01월 02일","10,500","8,450","10,500","8,440","1.94M","29.79%"
