"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 04월 12일","2,055","2,095","2,105","2,050","2.01M","-1.20%"
"2021년 04월 11일","2,080","2,080","2,080","2,080","-","0.00%"
"2021년 04월 09일","2,080","2,025","2,105","2,000","3.33M","3.48%"
"2021년 04월 08일","2,010","2,015","2,025","1,975","1.71M","-0.25%"
"2021년 04월 07일","2,015","2,045","2,075","2,010","2.21M","-1.23%"
"2021년 04월 06일","2,040","2,045","2,115","1,990","6.11M","1.49%"
"2021년 04월 05일","2,010","2,070","2,080","2,005","2.50M","-2.90%"
"2021년 04월 04일","2,070","2,070","2,070","2,070","-","0.00%"
"2021년 04월 02일","2,070","2,105","2,140","2,055","3.65M","0.24%"
"2021년 04월 01일","2,065","2,070","2,200","2,060","10.25M","0.24%"
"2021년 03월 31일","2,060","2,140","2,140","2,050","2.69M","-3.29%"
"2021년 03월 30일","2,130","2,130","2,145","2,090","2.26M","0.24%"
"2021년 03월 29일","2,125","2,100","2,155","2,070","3.10M","1.19%"
"2021년 03월 28일","2,100","2,100","2,100","2,100","-","0.00%"
"2021년 03월 26일","2,100","2,170","2,210","2,100","4.44M","-2.78%"
"2021년 03월 25일","2,160","2,185","2,190","2,115","3.95M","0.23%"
"2021년 03월 24일","2,155","2,280","2,280","2,155","5.40M","-4.01%"
"2021년 03월 23일","2,245","2,225","2,275","2,140","9.11M","1.35%"
"2021년 03월 22일","2,215","2,205","2,320","2,180","16.10M","1.61%"
"2021년 03월 21일","2,180","2,180","2,180","2,180","-","0.00%"
"2021년 03월 19일","2,180","2,175","2,320","2,150","23.69M","-0.91%"
"2021년 03월 18일","2,200","2,315","2,325","2,180","17.43M","-6.78%"
"2021년 03월 17일","2,360","2,090","2,575","2,080","185.09M","11.58%"
"2021년 03월 16일","2,115","2,085","2,140","2,025","9.63M","1.20%"
"2021년 03월 15일","2,090","2,185","2,340","2,090","43.46M","-3.24%"
"2021년 03월 14일","2,160","2,160","2,160","2,160","-","0.00%"
"2021년 03월 12일","2,160","2,155","2,230","2,075","31.68M","-0.46%"
"2021년 03월 11일","2,170","2,360","2,400","2,095","66.28M","-4.19%"
"2021년 03월 10일","2,265","1,755","2,265","1,720","186.44M","29.80%"
"2021년 03월 09일","1,745","1,860","1,875","1,730","12.79M","-9.11%"
"2021년 03월 08일","1,920","1,770","1,930","1,755","48.02M","9.71%"
"2021년 03월 07일","1,750","1,750","1,750","1,750","-","0.00%"
"2021년 03월 05일","1,750","1,705","1,935","1,705","58.81M","0.57%"
"2021년 03월 04일","1,740","1,830","1,850","1,725","26.47M","-4.66%"
"2021년 03월 03일","1,825","1,630","1,950","1,620","148.79M","14.78%"
"2021년 03월 02일","1,590","1,660","1,690","1,585","7.03M","-3.34%"
"2021년 03월 01일","1,645","1,645","1,645","1,645","-","0.00%"
"2021년 02월 26일","1,645","1,715","1,715","1,610","9.55M","-5.73%"
"2021년 02월 25일","1,745","1,765","1,955","1,705","85.11M","-0.29%"
"2021년 02월 24일","1,750","1,810","2,040","1,685","86.27M","-4.37%"
"2021년 02월 23일","1,830","1,505","1,935","1,500","166.40M","22.82%"
"2021년 02월 22일","1,490","1,485","1,575","1,470","14.28M","3.47%"
"2021년 02월 21일","1,440","1,440","1,440","1,440","-","0.00%"
"2021년 02월 19일","1,440","1,475","1,495","1,400","1.53M","-2.04%"
"2021년 02월 18일","1,470","1,505","1,505","1,465","2.10M","-2.65%"
"2021년 02월 17일","1,510","1,450","1,530","1,440","8.05M","4.14%"
"2021년 02월 16일","1,450","1,470","1,480","1,425","1.39M","-1.02%"
"2021년 02월 15일","1,465","1,405","1,465","1,390","1.55M","5.02%"
"2021년 02월 10일","1,395","1,370","1,400","1,350","940.11K","1.45%"
"2021년 02월 09일","1,375","1,400","1,415","1,365","1.11M","-1.08%"
"2021년 02월 08일","1,390","1,425","1,430","1,385","1.07M","-2.80%"
"2021년 02월 07일","1,430","1,430","1,430","1,430","-","0.00%"
"2021년 02월 05일","1,430","1,430","1,500","1,430","4.17M","0.70%"
"2021년 02월 04일","1,420","1,415","1,435","1,395","1.23M","-0.35%"
"2021년 02월 03일","1,425","1,440","1,450","1,405","1.40M","0.00%"
"2021년 02월 02일","1,425","1,400","1,450","1,380","1.92M","1.79%"
"2021년 02월 01일","1,400","1,355","1,410","1,320","1.26M","3.70%"
"2021년 01월 31일","1,350","1,350","1,350","1,350","-","0.00%"
"2021년 01월 29일","1,350","1,440","1,450","1,335","2.90M","-5.59%"
"2021년 01월 28일","1,430","1,430","1,455","1,400","1.90M","-0.69%"
"2021년 01월 27일","1,440","1,485","1,525","1,435","2.70M","-3.03%"
"2021년 01월 26일","1,485","1,490","1,540","1,465","3.24M","-0.34%"
"2021년 01월 25일","1,490","1,520","1,550","1,470","3.05M","-1.32%"
"2021년 01월 24일","1,510","1,510","1,510","1,510","-","0.00%"
"2021년 01월 22일","1,510","1,575","1,575","1,460","4.68M","-4.73%"
"2021년 01월 21일","1,585","1,555","1,650","1,545","11.84M","0.00%"
"2021년 01월 20일","1,585","1,565","1,590","1,510","7.50M","-0.63%"
"2021년 01월 19일","1,595","1,530","1,595","1,485","19.79M","5.98%"
"2021년 01월 18일","1,505","1,340","1,675","1,335","86.20M","16.67%"
"2021년 01월 17일","1,290","1,290","1,290","1,290","-","0.00%"
"2021년 01월 15일","1,290","1,225","1,340","1,215","11.61M","6.17%"
"2021년 01월 14일","1,215","1,200","1,225","1,195","952.32K","1.25%"
"2021년 01월 13일","1,200","1,185","1,205","1,180","659.43K","1.69%"
"2021년 01월 12일","1,180","1,165","1,190","1,155","547.92K","1.29%"
"2021년 01월 11일","1,165","1,220","1,225","1,150","1.67M","-4.12%"
"2021년 01월 08일","1,215","1,245","1,260","1,205","1.98M","-1.22%"
"2021년 01월 07일","1,230","1,195","1,265","1,195","4.71M","3.36%"
"2021년 01월 06일","1,190","1,210","1,215","1,180","800.80K","-1.24%"
"2021년 01월 05일","1,205","1,185","1,225","1,175","1.86M","0.42%"
"2021년 01월 04일","1,200","1,155","1,240","1,140","2.01M","3.90%"
"2020년 12월 30일","1,155","1,150","1,155","1,140","551.70K","0.43%"
"2020년 12월 29일","1,150","1,145","1,155","1,140","384.56K","0.44%"
"2020년 12월 28일","1,145","1,140","1,150","1,130","394.60K","0.88%"
"2020년 12월 27일","1,135","1,135","1,135","1,135","-","0.00%"
"2020년 12월 24일","1,135","1,135","1,150","1,125","373.62K","-0.44%"
"2020년 12월 23일","1,140","1,150","1,160","1,125","482.48K","-0.87%"
"2020년 12월 22일","1,150","1,175","1,180","1,135","713.60K","-2.54%"
"2020년 12월 21일","1,180","1,185","1,185","1,170","508.12K","-0.42%"
"2020년 12월 18일","1,185","1,185","1,200","1,175","537.71K","-0.42%"
"2020년 12월 17일","1,190","1,195","1,200","1,175","840.12K","-0.83%"
"2020년 12월 16일","1,200","1,205","1,210","1,180","847.07K","-0.41%"
"2020년 12월 15일","1,205","1,225","1,245","1,190","1.64M","-1.63%"
"2020년 12월 14일","1,225","1,180","1,235","1,160","2.91M","4.70%"
"2020년 12월 11일","1,170","1,160","1,180","1,150","641.03K","0.86%"
"2020년 12월 10일","1,160","1,160","1,160","1,145","278.19K","0.43%"
"2020년 12월 09일","1,155","1,155","1,170","1,150","370.60K","0.43%"
"2020년 12월 08일","1,150","1,160","1,165","1,145","398.59K","-0.86%"
"2020년 12월 07일","1,160","1,160","1,165","1,145","390.72K","0.00%"
"2020년 12월 06일","1,160","1,160","1,160","1,160","-","0.00%"
"2020년 12월 04일","1,160","1,170","1,175","1,155","276.51K","-1.28%"
"2020년 12월 03일","1,175","1,170","1,190","1,150","708.63K","0.43%"
"2020년 12월 02일","1,170","1,170","1,170","1,155","406.97K","0.86%"
"2020년 12월 01일","1,160","1,165","1,165","1,150","237.06K","0.00%"
"2020년 11월 30일","1,160","1,170","1,190","1,155","877.79K","0.87%"
"2020년 11월 27일","1,150","1,160","1,170","1,150","278.17K","-0.86%"
"2020년 11월 26일","1,160","1,165","1,170","1,145","362.72K","0.00%"
"2020년 11월 25일","1,160","1,185","1,190","1,145","443.90K","-1.69%"
"2020년 11월 24일","1,180","1,175","1,185","1,165","496.29K","0.43%"
"2020년 11월 23일","1,175","1,175","1,180","1,150","350.56K","0.00%"
"2020년 11월 20일","1,175","1,170","1,180","1,165","361.22K","0.43%"
"2020년 11월 19일","1,170","1,175","1,175","1,145","517.47K","-0.43%"
"2020년 11월 18일","1,175","1,155","1,175","1,145","513.73K","2.17%"
"2020년 11월 17일","1,150","1,185","1,185","1,140","474.22K","-1.71%"
"2020년 11월 16일","1,170","1,170","1,180","1,155","478.23K","0.43%"
"2020년 11월 13일","1,165","1,165","1,180","1,155","397.84K","-0.43%"
"2020년 11월 12일","1,170","1,170","1,180","1,155","601.31K","-0.43%"
"2020년 11월 11일","1,175","1,125","1,185","1,125","2.65M","4.44%"
"2020년 11월 10일","1,125","1,120","1,135","1,110","274.35K","0.00%"
"2020년 11월 09일","1,125","1,125","1,135","1,110","391.65K","0.45%"
"2020년 11월 06일","1,120","1,130","1,130","1,105","202.02K","-0.44%"
"2020년 11월 05일","1,125","1,115","1,130","1,110","270.69K","0.90%"
"2020년 11월 04일","1,115","1,105","1,115","1,095","298.84K","0.90%"
"2020년 11월 03일","1,105","1,095","1,110","1,095","226.31K","0.91%"
"2020년 11월 02일","1,095","1,085","1,100","1,080","202.69K","0.92%"
"2020년 10월 30일","1,085","1,105","1,110","1,080","317.36K","-1.81%"
"2020년 10월 29일","1,105","1,100","1,115","1,095","353.59K","-1.34%"
"2020년 10월 28일","1,120","1,115","1,125","1,100","352.26K","2.75%"
"2020년 10월 27일","1,090","1,080","1,125","1,075","203.94K","0.00%"
"2020년 10월 26일","1,090","1,110","1,120","1,085","324.32K","-1.80%"
"2020년 10월 23일","1,110","1,140","1,140","1,110","355.16K","-1.77%"
"2020년 10월 22일","1,130","1,125","1,140","1,115","383.69K","0.00%"
"2020년 10월 21일","1,130","1,115","1,130","1,110","302.08K","1.80%"
"2020년 10월 20일","1,110","1,105","1,120","1,095","510.70K","-0.89%"
"2020년 10월 19일","1,120","1,115","1,130","1,100","468.87K","0.90%"
"2020년 10월 16일","1,110","1,125","1,130","1,100","608.76K","-1.77%"
"2020년 10월 15일","1,130","1,135","1,140","1,110","332.16K","0.00%"
"2020년 10월 14일","1,130","1,150","1,150","1,125","510.77K","-1.74%"
"2020년 10월 13일","1,150","1,165","1,170","1,135","390.53K","-1.29%"
"2020년 10월 12일","1,165","1,190","1,205","1,150","2.24M","1.75%"
"2020년 10월 11일","1,145","1,145","1,145","1,145","-","0.00%"
"2020년 10월 08일","1,145","1,150","1,150","1,130","378.03K","0.00%"
"2020년 10월 07일","1,145","1,135","1,145","1,120","390.80K","0.44%"
"2020년 10월 06일","1,140","1,150","1,155","1,125","465.23K","-0.44%"
"2020년 10월 05일","1,145","1,120","1,150","1,105","555.84K","2.23%"
"2020년 09월 29일","1,120","1,115","1,125","1,100","270.91K","0.90%"
"2020년 09월 28일","1,110","1,090","1,110","1,090","306.50K","1.83%"
"2020년 09월 25일","1,090","1,085","1,095","1,075","373.54K","1.40%"
"2020년 09월 24일","1,075","1,100","1,110","1,065","606.88K","-3.15%"
"2020년 09월 23일","1,110","1,095","1,120","1,080","475.60K","1.83%"
"2020년 09월 22일","1,090","1,115","1,130","1,090","525.53K","-2.68%"
"2020년 09월 21일","1,120","1,140","1,155","1,120","585.48K","-2.18%"
"2020년 09월 20일","1,145","1,145","1,145","1,145","-","0.00%"
"2020년 09월 18일","1,145","1,150","1,160","1,135","239.19K","-0.43%"
"2020년 09월 17일","1,150","1,175","1,180","1,150","421.72K","-2.13%"
"2020년 09월 16일","1,175","1,165","1,175","1,165","460.48K","1.29%"
"2020년 09월 15일","1,160","1,190","1,190","1,160","642.65K","-1.69%"
"2020년 09월 14일","1,180","1,170","1,180","1,160","618.35K","1.72%"
"2020년 09월 11일","1,160","1,190","1,230","1,155","2.80M","-0.43%"
"2020년 09월 10일","1,165","1,145","1,175","1,135","831.49K","3.10%"
"2020년 09월 09일","1,130","1,135","1,145","1,130","343.59K","-1.31%"
"2020년 09월 08일","1,145","1,165","1,165","1,140","662.17K","-1.72%"
"2020년 09월 07일","1,165","1,130","1,170","1,115","1.28M","2.64%"
"2020년 09월 04일","1,135","1,105","1,140","1,095","817.16K","-0.87%"
"2020년 09월 03일","1,145","1,160","1,180","1,145","781.28K","-1.29%"
"2020년 09월 02일","1,160","1,170","1,170","1,145","813.28K","-0.43%"
"2020년 09월 01일","1,165","1,180","1,185","1,150","567.71K","0.00%"
"2020년 08월 31일","1,165","1,140","1,200","1,135","2.14M","3.10%"
"2020년 08월 30일","1,130","1,130","1,130","1,130","-","0.00%"
"2020년 08월 28일","1,130","1,120","1,185","1,110","1.73M","1.80%"
"2020년 08월 27일","1,110","1,135","1,140","1,100","639.37K","-0.89%"
"2020년 08월 26일","1,120","1,120","1,135","1,090","475.99K","0.45%"
"2020년 08월 25일","1,115","1,095","1,125","1,095","611.11K","1.83%"
"2020년 08월 24일","1,095","1,095","1,105","1,070","632.27K","-0.45%"
"2020년 08월 23일","1,100","1,100","1,100","1,100","-","0.00%"
"2020년 08월 21일","1,100","1,100","1,120","1,085","680.21K","0.00%"
"2020년 08월 20일","1,100","1,130","1,160","1,060","1.32M","-3.51%"
"2020년 08월 19일","1,140","1,125","1,160","1,125","608.78K","1.33%"
"2020년 08월 18일","1,125","1,225","1,230","1,120","1.37M","-6.64%"
"2020년 08월 17일","1,205","1,205","1,205","1,205","-","0.00%"
"2020년 08월 14일","1,205","1,225","1,225","1,185","849.59K","-0.41%"
"2020년 08월 13일","1,210","1,215","1,220","1,200","556.29K","0.83%"
"2020년 08월 12일","1,200","1,255","1,255","1,190","994.46K","-3.23%"
"2020년 08월 11일","1,240","1,240","1,270","1,225","2.58M","0.81%"
"2020년 08월 10일","1,230","1,210","1,255","1,200","1.39M","1.65%"
"2020년 08월 09일","1,210","1,210","1,210","1,210","-","0.00%"
"2020년 08월 07일","1,210","1,225","1,260","1,205","1.47M","-2.02%"
"2020년 08월 06일","1,235","1,195","1,250","1,180","3.01M","3.78%"
"2020년 08월 05일","1,190","1,215","1,215","1,180","973.19K","-2.06%"
"2020년 08월 04일","1,215","1,225","1,225","1,200","660.65K","-0.41%"
"2020년 08월 03일","1,220","1,200","1,225","1,175","862.85K","2.09%"
"2020년 08월 02일","1,195","1,195","1,195","1,195","-","0.00%"
"2020년 07월 31일","1,195","1,245","1,255","1,190","1.34M","-4.40%"
"2020년 07월 30일","1,250","1,245","1,260","1,220","1.54M","-0.79%"
"2020년 07월 29일","1,260","1,205","1,285","1,195","7.73M","5.88%"
"2020년 07월 28일","1,190","1,245","1,250","1,175","3.06M","-4.42%"
"2020년 07월 27일","1,245","1,195","1,330","1,185","17.46M","6.87%"
"2020년 07월 26일","1,165","1,165","1,165","1,165","-","0.00%"
"2020년 07월 24일","1,165","1,190","1,190","1,150","1.15M","-2.10%"
"2020년 07월 23일","1,190","1,150","1,190","1,135","2.18M","5.31%"
"2020년 07월 22일","1,130","1,120","1,130","1,115","337.55K","0.89%"
"2020년 07월 21일","1,120","1,130","1,130","1,115","444.58K","-0.44%"
"2020년 07월 20일","1,125","1,150","1,150","1,120","569.11K","-1.75%"
"2020년 07월 17일","1,145","1,150","1,155","1,140","299.36K","-0.43%"
"2020년 07월 16일","1,150","1,155","1,165","1,145","372.95K","-0.43%"
"2020년 07월 15일","1,155","1,180","1,180","1,150","866.97K","-0.86%"
"2020년 07월 14일","1,165","1,155","1,175","1,150","873.77K","0.87%"
"2020년 07월 13일","1,155","1,140","1,160","1,135","517.85K","1.76%"
"2020년 07월 10일","1,135","1,155","1,160","1,135","645.06K","-1.30%"
"2020년 07월 09일","1,150","1,165","1,165","1,140","562.69K","-0.86%"
"2020년 07월 08일","1,160","1,145","1,165","1,135","611.31K","0.87%"
"2020년 07월 07일","1,150","1,170","1,170","1,135","668.59K","-1.29%"
"2020년 07월 06일","1,165","1,160","1,175","1,150","523.36K","0.43%"
"2020년 07월 05일","1,160","1,160","1,160","1,160","-","0.00%"
"2020년 07월 03일","1,160","1,210","1,220","1,155","1.95M","0.00%"
"2020년 07월 02일","1,160","1,140","1,175","1,140","1.06M","2.65%"
"2020년 07월 01일","1,130","1,200","1,230","1,130","4.94M","-3.00%"
"2020년 06월 30일","1,165","1,125","1,230","1,110","7.05M","4.48%"
"2020년 06월 29일","1,115","1,120","1,145","1,105","841.23K","-0.45%"
"2020년 06월 28일","1,120","1,120","1,120","1,120","-","0.00%"
"2020년 06월 26일","1,120","1,120","1,145","1,100","1.33M","0.90%"
"2020년 06월 25일","1,110","1,110","1,130","1,090","973.76K","-2.20%"
"2020년 06월 24일","1,135","1,140","1,145","1,110","1.24M","0.44%"
"2020년 06월 23일","1,130","1,150","1,215","1,120","3.86M","-1.74%"
"2020년 06월 22일","1,150","1,105","1,255","1,090","8.75M","5.02%"
"2020년 06월 21일","1,095","1,095","1,095","1,095","-","0.00%"
"2020년 06월 19일","1,095","1,105","1,105","1,080","639.35K","-0.45%"
"2020년 06월 18일","1,100","1,080","1,110","1,080","659.81K","0.92%"
"2020년 06월 17일","1,090","1,110","1,125","1,070","1.20M","-1.36%"
"2020년 06월 16일","1,105","1,080","1,115","1,070","1.50M","5.24%"
"2020년 06월 15일","1,050","1,155","1,155","1,040","1.46M","-9.09%"
"2020년 06월 14일","1,155","1,155","1,155","1,155","-","0.00%"
"2020년 06월 12일","1,155","1,070","1,155","1,070","2.07M","-0.86%"
"2020년 06월 11일","1,165","1,190","1,230","1,140","2.26M","-3.32%"
"2020년 06월 10일","1,205","1,235","1,250","1,205","2.13M","-2.82%"
"2020년 06월 09일","1,240","1,310","1,310","1,240","2.32M","-4.25%"
"2020년 06월 08일","1,295","1,325","1,340","1,265","2.80M","-2.26%"
"2020년 06월 07일","1,325","1,325","1,325","1,325","-","0.00%"
"2020년 06월 05일","1,325","1,300","1,420","1,265","14.78M","2.32%"
"2020년 06월 04일","1,295","1,285","1,350","1,255","7.58M","1.97%"
"2020년 06월 03일","1,270","1,290","1,310","1,255","5.28M","-5.58%"
"2020년 06월 02일","1,345","1,415","1,510","1,320","32.00M","3.07%"
"2020년 06월 01일","1,305","1,295","1,310","1,255","7.06M","-1.14%"
"2020년 05월 29일","1,320","1,170","1,420","1,165","56.04M","14.78%"
"2020년 05월 28일","1,150","1,120","1,250","1,110","16.41M","3.14%"
"2020년 05월 27일","1,115","1,135","1,135","1,110","515.45K","-1.33%"
"2020년 05월 26일","1,130","1,145","1,145","1,110","646.66K","0.00%"
"2020년 05월 25일","1,130","1,125","1,160","1,120","1.24M","1.35%"
"2020년 05월 24일","1,115","1,115","1,115","1,115","-","0.00%"
"2020년 05월 22일","1,115","1,135","1,145","1,100","756.20K","-1.76%"
"2020년 05월 21일","1,135","1,130","1,145","1,105","1.14M","0.00%"
"2020년 05월 20일","1,135","1,090","1,145","1,085","1.31M","4.61%"
"2020년 05월 19일","1,085","1,120","1,120","1,080","708.37K","-2.25%"
"2020년 05월 18일","1,110","1,120","1,140","1,100","1.27M","0.00%"
"2020년 05월 15일","1,110","1,080","1,140","1,075","3.60M","3.74%"
"2020년 05월 14일","1,070","1,070","1,070","1,045","551.76K","0.00%"
"2020년 05월 13일","1,070","1,065","1,090","1,055","729.30K","0.00%"
"2020년 05월 12일","1,070","1,070","1,080","1,020","694.46K","0.47%"
"2020년 05월 11일","1,065","1,075","1,085","1,050","848.03K","0.00%"
"2020년 05월 08일","1,065","1,095","1,110","1,050","1.20M","-1.84%"
"2020년 05월 07일","1,085","1,100","1,140","1,080","1.98M","-1.81%"
"2020년 05월 06일","1,105","1,085","1,185","1,050","9.42M","6.25%"
"2020년 05월 05일","1,040","1,040","1,040","1,040","-","0.00%"
"2020년 05월 04일","1,040","1,000","1,075","1,000","1.71M","2.46%"
"2020년 04월 29일","1,015","1,060","1,075","1,010","1.36M","-1.46%"
"2020년 04월 28일","1,030","1,040","1,050","1,005","1.12M","1.48%"
"2020년 04월 27일","1,015","997","1,020","994","658.62K","2.11%"
"2020년 04월 26일","994","994","994","994","-","0.00%"
"2020년 04월 24일","994","1,030","1,085","983","5.62M","-1.58%"
"2020년 04월 23일","1,010","944","1,100","943","5.35M","7.68%"
"2020년 04월 22일","938","915","939","905","151.78K","0.54%"
"2020년 04월 21일","933","967","972","895","627.26K","-4.01%"
"2020년 04월 20일","972","958","981","944","466.40K","1.67%"
"2020년 04월 17일","956","952","969","950","378.33K","0.53%"
"2020년 04월 16일","951","951","955","930","248.01K","0.00%"
"2020년 04월 14일","951","958","980","947","549.16K","-0.42%"
"2020년 04월 13일","955","928","983","910","817.67K","1.60%"
"2020년 04월 12일","940","940","940","940","-","0.00%"
"2020년 04월 10일","940","970","970","916","544.89K","-2.49%"
"2020년 04월 09일","964","948","982","939","1.06M","2.55%"
"2020년 04월 08일","940","936","950","905","426.52K","-0.11%"
"2020년 04월 07일","941","963","964","913","568.35K","-0.53%"
"2020년 04월 06일","946","900","989","899","1.13M","6.77%"
"2020년 04월 05일","886","886","886","886","-","0.00%"
"2020년 04월 03일","886","879","900","872","420.32K","0.68%"
"2020년 04월 02일","880","861","905","817","576.35K","3.17%"
"2020년 04월 01일","853","852","930","840","1.25M","2.52%"
"2020년 03월 31일","832","792","845","782","531.29K","7.49%"
"2020년 03월 30일","774","774","779","749","388.25K","0.00%"
"2020년 03월 27일","774","807","817","756","554.26K","-2.15%"
"2020년 03월 26일","791","745","800","744","677.24K","6.32%"
"2020년 03월 25일","744","712","746","712","582.91K","7.67%"
"2020년 03월 24일","691","655","696","655","381.44K","6.80%"
"2020년 03월 23일","647","621","658","620","758.71K","-2.71%"
"2020년 03월 20일","665","593","666","593","1.12M","9.74%"
"2020년 03월 19일","606","731","749","603","745.22K","-17.10%"
"2020년 03월 18일","731","780","787","730","258.48K","-4.44%"
"2020년 03월 17일","765","705","779","705","521.37K","-1.29%"
"2020년 03월 16일","775","765","821","765","422.32K","0.39%"
"2020년 03월 13일","772","775","837","707","1.12M","-10.13%"
"2020년 03월 12일","859","920","930","854","682.96K","-8.42%"
"2020년 03월 11일","938","966","974","934","241.68K","-2.90%"
"2020년 03월 10일","966","942","966","934","242.39K","0.63%"
"2020년 03월 09일","960","980","981","953","256.38K","-3.32%"
"2020년 03월 06일","993","1,000","1,005","987","242.44K","-1.68%"
"2020년 03월 05일","1,010","1,000","1,015","996","283.94K","1.71%"
"2020년 03월 04일","993","971","993","971","145.42K","2.27%"
"2020년 03월 03일","971","980","1,005","970","290.79K","0.83%"
"2020년 03월 02일","963","940","968","938","184.35K","2.45%"
"2020년 03월 01일","940","940","940","940","-","0.00%"
"2020년 02월 28일","940","964","976","934","506.35K","-4.28%"
"2020년 02월 27일","982","1,000","1,000","982","361.93K","-1.41%"
"2020년 02월 26일","996","986","1,020","985","200.28K","-0.40%"
"2020년 02월 25일","1,000","975","1,010","973","419.10K","2.67%"
"2020년 02월 24일","974","1,000","1,010","974","843.44K","-4.51%"
"2020년 02월 21일","1,020","1,025","1,045","1,020","199.85K","-1.92%"
"2020년 02월 20일","1,040","1,070","1,070","1,035","237.23K","-2.35%"
"2020년 02월 19일","1,065","1,070","1,080","1,055","236.95K","-0.93%"
"2020년 02월 18일","1,075","1,075","1,080","1,065","275.16K","-0.46%"
"2020년 02월 17일","1,080","1,095","1,095","1,065","230.33K","0.47%"
"2020년 02월 14일","1,075","1,070","1,100","1,070","337.72K","0.47%"
"2020년 02월 13일","1,070","1,075","1,090","1,065","310.13K","0.47%"
"2020년 02월 12일","1,065","1,100","1,105","1,065","607.21K","-2.74%"
"2020년 02월 11일","1,095","1,120","1,130","1,080","448.18K","-0.90%"
"2020년 02월 10일","1,105","1,045","1,115","1,035","1.57M","5.24%"
"2020년 02월 07일","1,050","1,055","1,090","1,040","723.01K","0.00%"
"2020년 02월 06일","1,050","1,030","1,055","1,030","328.74K","1.94%"
"2020년 02월 05일","1,030","1,035","1,045","1,030","374.84K","0.00%"
"2020년 02월 04일","1,030","1,020","1,035","1,005","616.82K","0.98%"
"2020년 02월 03일","1,020","962","1,045","960","2.08M","3.13%"
"2020년 02월 02일","989","989","989","989","-","0.00%"
"2020년 01월 31일","989","1,025","1,035","986","920.44K","-3.04%"
"2020년 01월 30일","1,020","1,065","1,080","1,010","671.89K","-4.67%"
"2020년 01월 29일","1,070","1,095","1,095","1,065","453.26K","-1.38%"
"2020년 01월 28일","1,085","1,110","1,110","1,070","592.76K","-4.82%"
"2020년 01월 23일","1,140","1,140","1,145","1,130","266.33K","0.00%"
"2020년 01월 22일","1,140","1,130","1,150","1,130","340.39K","0.44%"
"2020년 01월 21일","1,135","1,145","1,150","1,130","335.02K","-0.87%"
"2020년 01월 20일","1,145","1,135","1,145","1,125","314.02K","0.44%"
"2020년 01월 17일","1,140","1,125","1,140","1,125","403.93K","0.88%"
"2020년 01월 16일","1,130","1,135","1,140","1,120","331.52K","0.00%"
"2020년 01월 15일","1,130","1,105","1,135","1,105","627.13K","1.80%"
"2020년 01월 14일","1,110","1,115","1,115","1,100","378.71K","0.45%"
"2020년 01월 13일","1,105","1,100","1,110","1,090","374.07K","0.00%"
"2020년 01월 12일","1,105","1,105","1,105","1,105","-","0.00%"
"2020년 01월 10일","1,105","1,100","1,105","1,080","511.89K","0.00%"
"2020년 01월 09일","1,105","1,080","1,105","1,075","518.23K","3.76%"
"2020년 01월 08일","1,065","1,110","1,110","1,035","931.22K","-4.05%"
"2020년 01월 07일","1,110","1,110","1,120","1,100","159.73K","0.91%"
"2020년 01월 06일","1,100","1,120","1,125","1,085","343.21K","-3.08%"
"2020년 01월 03일","1,135","1,145","1,145","1,120","251.04K","-0.44%"
"2020년 01월 02일","1,140","1,120","1,145","1,115","234.98K","1.33%"
