일자,총수익지수_종가,총수익지수_대비,순가격지수_종가,순가격지수_대비,제로재투자지수_종가,제로재투자지수_대비,콜재투자지수_종가,콜재투자지수_대비,시장가격지수_종가,시장가격지수_대비,듀레이션,컨벡시티,YTM
"2021/04/19","188.14","0.25","107.19","0.14","182.28","0.21","185.70","0.21","108.91","0.13","5.695","88.447","1.404"
"2021/04/18","187.89","0.00","107.05","0.00","182.07","0.01","185.49","0.01","108.78","0.01","5.679","88.146","1.422"
"2021/04/17","187.89","0.01","107.05","0.00","182.06","0.01","185.48","0.00","108.77","0.00","5.680","88.146","1.421"
"2021/04/16","187.88","0.05","107.05","0.02","182.05","0.04","185.48","0.05","108.77","0.03","5.683","88.210","1.421"
"2021/04/15","187.83","-0.15","107.03","-0.09","182.01","-0.13","185.43","-0.14","108.74","-0.10","5.664","87.469","1.418"
"2021/04/14","187.98","0.35","107.12","0.20","182.14","0.30","185.57","0.31","108.84","0.20","5.668","87.543","1.400"
"2021/04/13","187.63","-0.20","106.92","-0.13","181.84","-0.17","185.26","-0.18","108.64","-0.12","5.649","87.000","1.422"
"2021/04/12","187.83","0.13","107.05","0.07","182.01","0.11","185.44","0.12","108.76","0.07","5.669","87.515","1.412"
"2021/04/11","187.70","0.01","106.98","0.00","181.90","0.00","185.32","0.00","108.69","0.01","5.673","87.627","1.429"
"2021/04/10","187.69","0.01","106.98","0.00","181.90","0.01","185.32","0.01","108.68","0.00","5.675","87.639","1.429"
"2021/04/09","187.68","0.24","106.98","0.14","181.89","0.21","185.31","0.21","108.68","0.14","5.677","87.681","1.428"
"2021/04/08","187.44","0.50","106.84","0.28","181.68","0.42","185.10","0.43","108.54","0.28","5.644","86.780","1.431"
"2021/04/07","186.94","0.13","106.56","0.07","181.26","0.11","184.67","0.11","108.26","0.07","5.608","85.623","1.457"
"2021/04/06","186.81","0.17","106.49","0.09","181.15","0.14","184.56","0.15","108.19","0.10","5.604","85.499","1.467"
"2021/04/05","186.64","-0.55","106.40","-0.32","181.01","-0.46","184.41","-0.47","108.09","-0.32","5.601","85.400","1.484"
"2021/04/04","187.19","0.01","106.72","0.00","181.47","0.01","184.88","0.00","108.41","0.00","5.604","85.382","1.449"
"2021/04/03","187.18","0.01","106.72","-0.01","181.46","0.00","184.88","0.01","108.41","0.01","5.606","85.399","1.449"
"2021/04/02","187.17","-0.25","106.73","-0.15","181.46","-0.21","184.87","-0.21","108.40","-0.16","5.604","85.375","1.448"
"2021/04/01","187.42","0.26","106.88","0.15","181.67","0.22","185.08","0.22","108.56","0.15","5.633","86.136","1.440"
"2021/03/31","187.16","0.04","106.73","0.02","181.45","0.04","184.86","0.04","108.41","0.02","5.623","85.906","1.456"
"2021/03/30","187.12","-0.85","106.71","-0.50","181.41","-0.72","184.82","-0.73","108.39","-0.49","5.634","86.208","1.469"
"2021/03/29","187.97","0.19","107.21","0.10","182.13","0.16","185.55","0.17","108.88","0.10","5.682","87.588","1.418"
"2021/03/28","187.78","0.01","107.11","0.00","181.97","0.01","185.38","0.00","108.78","0.00","5.674","87.397","1.431"
"2021/03/27","187.77","0.01","107.11","0.00","181.96","0.00","185.38","0.01","108.78","0.01","5.675","87.404","1.431"
"2021/03/26","187.76","-0.33","107.11","-0.20","181.96","-0.28","185.37","-0.28","108.77","-0.20","5.678","87.455","1.430"
"2021/03/25","188.09","-0.01","107.31","0.00","182.24","0.00","185.65","-0.01","108.97","0.00","5.695","87.912","1.409"
"2021/03/24","188.10","0.38","107.31","0.21","182.24","0.32","185.66","0.33","108.97","0.21","5.704","88.181","1.416"
"2021/03/23","187.72","0.12","107.10","0.06","181.92","0.10","185.33","0.10","108.76","0.07","5.691","87.794","1.441"
"2021/03/22","187.60","0.27","107.04","0.15","181.82","0.22","185.23","0.23","108.69","0.14","5.677","87.392","1.441"
"2021/03/21","187.33","0.00","106.89","0.00","181.60","0.01","185.00","0.00","108.55","0.01","5.669","87.251","1.456"
"2021/03/20","187.33","0.01","106.89","0.00","181.59","0.01","185.00","0.01","108.54","0.00","5.669","87.241","1.456"
"2021/03/19","187.32","0.42","106.89","0.24","181.58","0.35","184.99","0.36","108.54","0.25","5.670","87.258","1.456"
"2021/03/18","186.90","0.12","106.65","0.06","181.23","0.11","184.63","0.10","108.29","0.06","5.639","86.295","1.469"
"2021/03/17","186.78","-0.23","106.59","-0.14","181.12","-0.20","184.53","-0.19","108.23","-0.13","5.623","85.882","1.477"
"2021/03/16","187.01","0.38","106.73","0.21","181.32","0.31","184.72","0.31","108.36","0.21","5.639","86.265","1.464"
"2021/03/15","186.63","-0.21","106.52","-0.13","181.01","-0.17","184.41","-0.17","108.15","-0.13","5.620","85.704","1.490"
"2021/03/14","186.84","0.00","106.65","0.00","181.18","0.00","184.58","0.00","108.28","0.01","5.624","85.937","1.479"
"2021/03/13","186.84","0.01","106.65","0.00","181.18","0.01","184.58","0.01","108.27","0.00","5.623","85.902","1.479"
"2021/03/12","186.83","-0.61","106.65","-0.36","181.17","-0.52","184.57","-0.52","108.27","-0.36","5.626","85.961","1.478"
"2021/03/11","187.44","0.13","107.01","0.07","181.69","0.11","185.09","0.11","108.63","0.07","5.664","86.988","1.437"
"2021/03/10","187.31","0.12","106.94","0.06","181.58","0.10","184.98","0.10","108.56","-0.19","5.619","85.649","1.443"
"2021/03/09","187.19","-0.10","106.88","-0.06","181.48","-0.08","184.88","-0.08","108.75","-0.06","5.581","85.189","1.449"
"2021/03/08","187.29","-0.37","106.94","-0.23","181.56","-0.31","184.96","-0.32","108.81","-0.23","5.550","84.399","1.416"
"2021/03/07","187.66","0.00","107.17","0.00","181.87","0.00","185.28","0.01","109.04","0.01","5.565","84.752","1.375"
"2021/03/06","187.66","0.01","107.17","0.00","181.87","0.01","185.27","0.00","109.03","0.00","5.565","84.751","1.375"
"2021/03/05","187.65","-0.26","107.17","-0.16","181.86","-0.22","185.27","-0.22","109.03","-0.16","5.569","84.865","1.374"
"2021/03/04","187.91","-0.14","107.33","-0.08","182.08","-0.12","185.49","-0.12","109.19","-0.08","5.585","85.325","1.356"
"2021/03/03","188.05","0.12","107.41","0.06","182.20","0.10","185.61","0.10","109.27","0.06","5.600","85.731","1.348"
"2021/03/02","187.93","-0.02","107.35","-0.02","182.10","-0.02","185.51","-0.02","109.21","-0.03","5.611","85.965","1.360"
"2021/03/01","187.95","0.00","107.37","0.00","182.12","0.01","185.53","0.01","109.24","0.01","5.590","85.647","1.356"
"2021/02/28","187.95","0.01","107.37","-0.01","182.11","0.00","185.52","0.00","109.23","0.00","5.584","85.597","1.355"
"2021/02/27","187.94","0.01","107.38","0.00","182.11","0.01","185.52","0.01","109.23","0.00","5.573","85.407","1.354"
"2021/02/26","187.93","-0.63","107.38","-0.37","182.10","-0.54","185.51","-0.54","109.23","-0.37","5.577","85.490","1.353"
"2021/02/25","188.56","-0.21","107.75","-0.13","182.64","-0.17","186.05","-0.18","109.60","-0.13","5.614","86.613","1.315"
"2021/02/24","188.77","0.31","107.88","0.18","182.81","0.26","186.23","0.27","109.73","0.18","5.626","86.959","1.305"
"2021/02/23","188.46","0.21","107.70","0.11","182.55","0.18","185.96","0.18","109.55","0.12","5.611","86.462","1.322"
"2021/02/22","188.25","-0.33","107.59","-0.20","182.37","-0.28","185.78","-0.28","109.43","-0.20","5.599","86.122","1.334"
"2021/02/21","188.58","0.00","107.79","0.00","182.65","0.00","186.06","0.00","109.63","0.00","5.617","86.603","1.312"
"2021/02/20","188.58","0.01","107.79","0.00","182.65","0.01","186.06","0.01","109.63","0.01","5.618","86.607","1.312"
"2021/02/19","188.57","-0.18","107.79","-0.11","182.64","-0.15","186.05","-0.15","109.62","-0.11","5.617","86.625","1.311"
"2021/02/18","188.75","0.10","107.90","0.05","182.79","0.08","186.20","0.08","109.73","0.05","5.636","87.079","1.302"
"2021/02/17","188.65","-0.09","107.85","-0.06","182.71","-0.07","186.12","-0.07","109.68","-0.05","5.622","86.758","1.306"
"2021/02/16","188.74","0.20","107.91","0.12","182.78","0.17","186.19","0.17","109.73","0.12","5.635","87.084","1.302"
"2021/02/15","188.54","-0.29","107.79","-0.18","182.61","-0.25","186.02","-0.25","109.61","-0.19","5.626","86.800","1.316"
"2021/02/14","188.83","0.01","107.97","0.00","182.86","0.01","186.27","0.00","109.80","0.00","5.641","87.384","1.302"
"2021/02/13","188.82","0.00","107.97","-0.01","182.85","0.00","186.27","0.01","109.80","0.01","5.642","87.386","1.302"
"2021/02/12","188.82","0.01","107.98","0.00","182.85","0.01","186.26","0.01","109.79","0.00","5.640","87.344","1.301"
"2021/02/11","188.81","0.01","107.98","0.00","182.84","0.00","186.25","0.00","109.79","0.01","5.638","87.300","1.301"
"2021/02/10","188.80","-0.01","107.98","-0.01","182.84","-0.01","186.25","-0.01","109.78","-0.02","5.635","87.262","1.300"
"2021/02/09","188.81","0.09","107.99","0.04","182.85","0.08","186.26","0.08","109.80","0.05","5.650","87.537","1.298"
"2021/02/08","188.72","-0.39","107.95","-0.23","182.77","-0.33","186.18","-0.33","109.75","-0.23","5.637","87.256","1.301"
"2021/02/07","189.11","0.01","108.18","0.00","183.10","0.01","186.51","0.01","109.98","0.01","5.673","88.239","1.285"
"2021/02/06","189.10","0.01","108.18","0.00","183.09","0.01","186.50","0.01","109.97","0.00","5.672","88.201","1.285"
"2021/02/05","189.09","0.00","108.18","0.00","183.08","0.00","186.49","0.00","109.97","0.00","5.672","88.196","1.284"
"2021/02/04","189.09","-0.08","108.18","-0.06","183.08","-0.07","186.49","-0.07","109.97","-0.05","5.670","87.933","1.287"
"2021/02/03","189.17","0.04","108.24","0.02","183.15","0.03","186.56","0.03","110.02","0.01","5.680","88.194","1.284"
"2021/02/02","189.13","0.21","108.22","0.11","183.12","0.18","186.53","0.18","110.01","0.11","5.685","88.262","1.290"
"2021/02/01","188.92","-0.37","108.11","-0.21","182.94","-0.31","186.35","-0.31","109.90","-0.22","5.684","88.186","1.305"
"2021/01/31","189.29","0.01","108.32","-0.01","183.25","0.01","186.66","0.01","110.12","0.01","5.698","88.557","1.287"
"2021/01/30","189.28","0.01","108.33","0.00","183.24","0.00","186.65","0.00","110.11","0.00","5.700","88.588","1.287"
"2021/01/29","189.27","0.09","108.33","0.05","183.24","0.09","186.65","0.09","110.11","0.05","5.697","88.550","1.286"
"2021/01/28","189.18","-0.01","108.28","-0.01","183.15","-0.01","186.56","-0.01","110.06","-0.01","5.693","88.435","1.294"
"2021/01/27","189.19","0.10","108.29","0.05","183.16","0.08","186.57","0.08","110.07","0.05","5.701","88.672","1.299"
"2021/01/26","189.09","-0.01","108.24","-0.01","183.08","-0.01","186.49","-0.01","110.02","-0.01","5.701","88.643","1.308"
"2021/01/25","189.10","-0.24","108.25","-0.15","183.09","-0.20","186.50","-0.20","110.03","-0.16","5.698","88.665","1.309"
"2021/01/24","189.34","0.00","108.40","0.00","183.29","0.00","186.70","0.00","110.19","0.01","5.717","89.203","1.294"
"2021/01/23","189.34","0.01","108.40","0.00","183.29","0.01","186.70","0.01","110.18","0.00","5.718","89.213","1.294"
"2021/01/22","189.33","-0.39","108.40","-0.24","183.28","-0.33","186.69","-0.33","110.18","-0.23","5.720","89.251","1.294"
"2021/01/21","189.72","0.01","108.64","0.00","183.61","0.00","187.02","0.00","110.41","0.00","5.744","89.923","1.270"
"2021/01/20","189.71","0.05","108.64","0.02","183.61","0.05","187.02","0.04","110.41","0.02","5.741","89.922","1.269"
"2021/01/19","189.66","-0.04","108.62","-0.02","183.56","-0.04","186.98","-0.03","110.39","-0.02","5.745","90.022","1.272"
"2021/01/18","189.70","0.11","108.64","0.05","183.60","0.09","187.01","0.09","110.41","0.05","5.750","90.148","1.269"
"2021/01/17","189.59","0.00","108.59","0.00","183.51","0.01","186.92","0.01","110.36","0.00","5.737","89.943","1.275"
"2021/01/16","189.59","0.01","108.59","0.00","183.50","0.01","186.91","0.01","110.36","0.01","5.736","89.922","1.275"
"2021/01/15","189.58","0.04","108.59","0.01","183.49","0.03","186.90","0.03","110.35","0.02","5.736","89.920","1.274"
"2021/01/14","189.54","-0.14","108.58","-0.08","183.46","-0.12","186.87","-0.12","110.33","-0.09","5.739","90.021","1.280"
"2021/01/13","189.68","0.03","108.66","0.01","183.58","0.02","186.99","0.03","110.42","0.02","5.752","90.332","1.271"
"2021/01/12","189.65","-0.16","108.65","-0.10","183.56","-0.13","186.96","-0.14","110.40","-0.10","5.750","90.275","1.273"
"2021/01/11","189.81","0.23","108.75","0.13","183.69","0.19","187.10","0.20","110.50","0.13","5.759","90.495","1.264"
"2021/01/10","189.58","0.01","108.62","-0.01","183.50","0.01","186.90","0.00","110.37","0.00","5.753","90.354","1.279"
"2021/01/09","189.57","0.00","108.63","0.00","183.49","0.01","186.90","0.01","110.37","0.01","5.754","90.361","1.279"
"2021/01/08","189.57","0.00","108.63","-0.01","183.48","0.00","186.89","0.00","110.36","-0.01","5.753","90.355","1.278"
"2021/01/07","189.57","0.09","108.64","0.05","183.48","0.07","186.89","0.08","110.37","0.05","5.759","90.461","1.280"
"2021/01/06","189.48","-0.18","108.59","-0.11","183.41","-0.15","186.81","-0.16","110.32","-0.11","5.748","90.190","1.284"
"2021/01/05","189.66","0.26","108.70","0.15","183.56","0.22","186.97","0.23","110.43","0.16","5.760","90.465","1.272"
"2021/01/04","189.40","0.06","108.55","0.02","183.34","0.05","186.74","0.05","110.27","0.02","5.757","90.308","1.298"
"2021/01/03","189.34","0.01","108.53","0.00","183.29","0.00","186.69","0.00","110.25","0.01","5.729","89.399","1.313"
"2021/01/02","189.33","0.00","108.53","0.00","183.29","0.01","186.69","0.01","110.24","0.01","5.728","89.376","1.313"
"2021/01/01","189.33","0.01","108.53","0.00","183.28","0.01","186.68","0.01","110.23","0.00","5.696","88.838","1.308"
"2020/12/31","189.32","0.01","108.53","0.00","183.27","0.00","186.67","0.00","110.23","-0.01","5.697","88.919","1.308"
"2020/12/30","189.31","-0.16","108.53","-0.10","183.27","-0.13","186.67","-0.13","110.24","-0.09","5.695","88.866","1.307"
"2020/12/29","189.47","-0.14","108.63","-0.09","183.40","-0.12","186.80","-0.12","110.33","-0.09","5.709","89.264","1.304"
"2020/12/28","189.61","0.12","108.72","0.06","183.52","0.10","186.92","0.10","110.42","0.06","5.719","89.477","1.292"
"2020/12/27","189.49","0.01","108.66","0.00","183.42","0.01","186.82","0.01","110.36","0.01","5.712","89.245","1.292"
"2020/12/26","189.48","0.00","108.66","0.00","183.41","0.00","186.81","0.00","110.35","0.00","5.712","89.242","1.292"
"2020/12/25","189.48","0.01","108.66","0.00","183.41","0.01","186.81","0.01","110.35","0.01","5.708","89.166","1.291"
"2020/12/24","189.47","-0.41","108.66","-0.25","183.40","-0.35","186.80","-0.35","110.34","-0.25","5.705","89.100","1.291"
"2020/12/23","189.88","0.19","108.91","0.10","183.75","0.16","187.15","0.16","110.59","0.11","5.725","89.644","1.259"
"2020/12/22","189.69","0.23","108.81","0.13","183.59","0.19","186.99","0.19","110.48","0.13","5.714","89.321","1.269"
"2020/12/21","189.46","0.09","108.68","0.05","183.40","0.08","186.80","0.08","110.35","0.05","5.701","88.943","1.283"
"2020/12/20","189.37","0.00","108.63","0.00","183.32","0.01","186.72","0.01","110.30","0.00","5.702","88.986","1.293"
"2020/12/19","189.37","0.01","108.63","-0.01","183.31","0.00","186.71","0.01","110.30","0.01","5.702","88.963","1.292"
"2020/12/18","189.36","0.20","108.64","0.11","183.31","0.17","186.70","0.17","110.29","0.11","5.700","88.927","1.292"
"2020/12/17","189.16","-0.24","108.53","-0.14","183.14","-0.20","186.53","-0.21","110.18","-0.15","5.687","88.601","1.303"
"2020/12/16","189.40","-0.22","108.67","-0.14","183.34","-0.19","186.74","-0.19","110.33","-0.13","5.705","89.077","1.289"
"2020/12/15","189.62","-0.02","108.81","-0.02","183.53","-0.02","186.93","-0.02","110.46","-0.01","5.725","89.599","1.276"
"2020/12/14","189.64","-0.11","108.83","-0.07","183.55","-0.09","186.95","-0.09","110.47","-0.08","5.727","89.643","1.274"
"2020/12/13","189.75","0.00","108.90","0.00","183.64","0.00","187.04","0.01","110.55","0.01","5.734","89.930","1.269"
"2020/12/12","189.75","0.01","108.90","0.00","183.64","0.01","187.03","0.00","110.54","0.00","5.735","89.936","1.269"
"2020/12/11","189.74","-0.03","108.90","-0.02","183.63","-0.02","187.03","-0.02","110.54","-0.03","5.738","89.974","1.269"
"2020/12/10","189.77","0.01","108.92","-0.01","183.65","0.00","187.05","0.00","110.57","-0.23","5.736","89.927","1.266"
"2020/12/09","189.76","-0.03","108.93","-0.02","183.65","-0.02","187.05","-0.02","110.80","-0.03","5.719","89.628","1.263"
"2020/12/08","189.79","0.02","108.95","0.01","183.67","0.02","187.07","0.02","110.83","0.01","5.705","89.522","1.260"
"2020/12/07","189.77","0.08","108.94","0.04","183.65","0.06","187.05","0.07","110.82","0.04","5.707","89.554","1.261"
"2020/12/06","189.69","0.01","108.90","-0.01","183.59","0.01","186.98","0.00","110.78","0.01","5.710","89.662","1.270"
"2020/12/05","189.68","0.00","108.91","0.00","183.58","0.00","186.98","0.01","110.77","0.00","5.711","89.658","1.270"
"2020/12/04","189.68","-0.11","108.91","-0.07","183.58","-0.09","186.97","-0.09","110.77","-0.07","5.713","89.705","1.270"
"2020/12/03","189.79","0.17","108.98","0.09","183.67","0.15","187.06","0.14","110.84","0.10","5.718","89.927","1.266"
"2020/12/02","189.62","-0.20","108.89","-0.12","183.52","-0.18","186.92","-0.18","110.74","-0.14","5.720","89.906","1.281"
"2020/12/01","189.82","0.12","109.01","0.07","183.70","0.11","187.10","0.11","110.88","0.07","5.743","90.498","1.272"
"2020/11/30","189.70","-0.17","108.94","-0.11","183.59","-0.15","186.99","-0.14","110.81","-0.11","5.729","90.044","1.279"
"2020/11/29","189.87","0.01","109.05","0.00","183.74","0.01","187.13","0.00","110.92","0.00","5.743","90.410","1.273"
"2020/11/28","189.86","0.01","109.05","-0.01","183.73","0.00","187.13","0.01","110.92","0.00","5.746","90.440","1.273"
"2020/11/27","189.85","0.17","109.06","0.10","183.73","0.15","187.12","0.15","110.92","0.09","5.743","90.422","1.271"
"2020/11/26","189.68","-0.15","108.96","-0.09","183.58","-0.13","186.97","-0.13","110.83","-0.09","5.735","90.145","1.281"
"2020/11/25","189.83","-0.28","109.05","-0.17","183.71","-0.23","187.10","-0.24","110.92","-0.16","5.740","90.299","1.269"
"2020/11/24","190.11","-0.08","109.22","-0.06","183.94","-0.07","187.34","-0.07","111.08","-0.05","5.759","90.788","1.251"
"2020/11/23","190.19","0.22","109.28","0.13","184.01","0.19","187.41","0.19","111.13","0.12","5.764","90.907","1.245"
"2020/11/22","189.97","0.01","109.15","-0.01","183.82","0.00","187.22","0.01","111.01","0.00","5.748","90.497","1.255"
"2020/11/21","189.96","0.00","109.16","0.00","183.82","0.01","187.21","0.00","111.01","0.00","5.747","90.458","1.255"
"2020/11/20","189.96","0.04","109.16","0.01","183.81","0.02","187.21","0.03","111.01","0.02","5.748","90.494","1.254"
"2020/11/19","189.92","-0.08","109.15","-0.05","183.79","-0.06","187.18","-0.06","110.99","-0.04","5.748","90.464","1.252"
"2020/11/18","190.00","0.23","109.20","0.13","183.85","0.19","187.24","0.19","111.03","0.12","5.741","90.365","1.244"
"2020/11/17","189.77","0.02","109.07","0.01","183.66","0.03","187.05","0.03","110.91","0.02","5.731","90.047","1.258"
"2020/11/16","189.75","0.04","109.06","0.02","183.63","0.03","187.02","0.03","110.89","0.01","5.734","90.043","1.260"
"2020/11/15","189.71","0.01","109.04","-0.01","183.60","0.00","186.99","0.01","110.88","0.01","5.720","89.781","1.260"
"2020/11/14","189.70","0.01","109.05","0.00","183.60","0.01","186.98","0.00","110.87","0.00","5.720","89.765","1.259"
"2020/11/13","189.69","0.12","109.05","0.07","183.59","0.10","186.98","0.11","110.87","0.06","5.722","89.809","1.259"
"2020/11/12","189.57","0.17","108.98","0.09","183.49","0.15","186.87","0.14","110.81","0.10","5.722","89.791","1.268"
"2020/11/11","189.40","-0.24","108.89","-0.14","183.34","-0.20","186.73","-0.20","110.71","-0.14","5.715","89.611","1.281"
"2020/11/10","189.64","-0.48","109.03","-0.29","183.54","-0.41","186.93","-0.41","110.85","-0.28","5.730","89.977","1.268"
"2020/11/09","190.12","-0.03","109.32","-0.02","183.95","-0.02","187.34","-0.03","111.13","-0.03","5.761","90.809","1.241"
"2020/11/08","190.15","0.01","109.34","-0.01","183.97","0.00","187.37","0.01","111.16","0.01","5.764","90.944","1.239"
"2020/11/07","190.14","0.01","109.35","0.00","183.97","0.01","187.36","0.01","111.15","0.00","5.762","90.903","1.239"
"2020/11/06","190.13","-0.26","109.35","-0.15","183.96","-0.22","187.35","-0.22","111.15","-0.16","5.767","90.996","1.239"
"2020/11/05","190.39","0.28","109.50","0.15","184.18","0.23","187.57","0.23","111.31","0.16","5.772","91.115","1.220"
"2020/11/04","190.11","0.29","109.35","0.17","183.95","0.25","187.34","0.26","111.15","0.17","5.757","90.773","1.242"
"2020/11/03","189.82","-0.09","109.18","-0.06","183.70","-0.07","187.08","-0.08","110.98","-0.06","5.752","90.570","1.263"
"2020/11/02","189.91","-0.44","109.24","-0.27","183.77","-0.38","187.16","-0.38","111.04","-0.26","5.738","90.026","1.259"
"2020/11/01","190.35","0.00","109.51","0.00","184.15","0.01","187.54","0.01","111.30","0.00","5.735","90.271","1.226"
"2020/10/31","190.35","0.01","109.51","0.00","184.14","0.00","187.53","0.00","111.30","0.00","5.737","90.354","1.225"
"2020/10/30","190.34","-0.19","109.51","-0.12","184.14","-0.16","187.53","-0.16","111.30","-0.12","5.733","90.286","1.224"
"2020/10/29","190.53","-0.12","109.63","-0.08","184.30","-0.10","187.69","-0.11","111.42","-0.07","5.746","90.568","1.212"
"2020/10/28","190.65","0.14","109.71","0.08","184.40","0.12","187.80","0.13","111.49","0.08","5.750","90.679","1.202"
"2020/10/27","190.51","-0.18","109.63","-0.11","184.28","-0.15","187.67","-0.15","111.41","-0.11","5.745","90.479","1.208"
"2020/10/26","190.69","0.09","109.74","0.04","184.43","0.07","187.82","0.07","111.52","0.04","5.758","90.806","1.197"
"2020/10/25","190.60","0.00","109.70","0.00","184.36","0.00","187.75","0.00","111.48","0.00","5.745","90.457","1.202"
"2020/10/24","190.60","0.01","109.70","0.00","184.36","0.01","187.75","0.01","111.48","0.00","5.745","90.454","1.201"
"2020/10/23","190.59","0.03","109.70","0.01","184.35","0.03","187.74","0.03","111.48","0.02","5.749","90.534","1.201"
"2020/10/22","190.56","0.12","109.69","0.06","184.32","0.10","187.71","0.10","111.46","0.06","5.748","90.576","1.206"
"2020/10/21","190.44","-0.37","109.63","-0.22","184.22","-0.31","187.61","-0.32","111.40","-0.22","5.743","90.445","1.214"
"2020/10/20","190.81","-0.20","109.85","-0.12","184.53","-0.17","187.93","-0.17","111.62","-0.12","5.769","91.015","1.194"
"2020/10/19","191.01","0.48","109.97","0.27","184.70","0.40","188.10","0.41","111.74","0.27","5.781","91.358","1.180"
"2020/10/18","190.53","0.00","109.70","-0.01","184.30","0.00","187.69","0.00","111.47","0.00","5.748","90.527","1.200"
"2020/10/17","190.53","0.01","109.71","0.00","184.30","0.01","187.69","0.01","111.47","0.00","5.746","90.479","1.200"
"2020/10/16","190.52","-0.33","109.71","-0.19","184.29","-0.28","187.68","-0.28","111.47","-0.19","5.737","90.004","1.199"
"2020/10/15","190.85","0.27","109.90","0.15","184.57","0.23","187.96","0.23","111.66","0.15","5.761","90.676","1.182"
"2020/10/14","190.58","0.07","109.75","0.03","184.34","0.05","187.73","0.06","111.51","0.04","5.753","90.493","1.203"
"2020/10/13","190.51","0.34","109.72","0.19","184.29","0.30","187.67","0.29","111.47","0.19","5.758","90.620","1.213"
"2020/10/12","190.17","-0.06","109.53","-0.04","183.99","-0.05","187.38","-0.05","111.28","-0.04","5.738","90.009","1.229"
"2020/10/11","190.23","0.01","109.57","0.00","184.04","0.00","187.43","0.01","111.32","0.00","5.737","89.994","1.220"
"2020/10/10","190.22","0.01","109.57","0.00","184.04","0.01","187.42","0.01","111.32","0.00","5.737","89.973","1.220"
"2020/10/09","190.21","0.00","109.57","0.00","184.03","0.00","187.41","0.00","111.32","0.01","5.737","89.959","1.220"
"2020/10/08","190.21","0.02","109.57","0.00","184.03","0.02","187.41","0.02","111.31","0.00","5.730","89.846","1.218"
"2020/10/07","190.19","0.04","109.57","0.02","184.01","0.03","187.39","0.03","111.31","0.02","5.744","90.090","1.222"
"2020/10/06","190.15","-0.49","109.55","-0.30","183.98","-0.42","187.36","-0.42","111.29","-0.30","5.710","89.009","1.223"
"2020/10/05","190.64","-0.52","109.85","-0.31","184.40","-0.43","187.78","-0.44","111.59","-0.32","5.752","90.086","1.194"
"2020/10/04","191.16","0.01","110.16","0.00","184.83","0.00","188.22","0.01","111.91","0.01","5.788","91.090","1.166"
"2020/10/03","191.15","0.01","110.16","0.00","184.83","0.01","188.21","0.00","111.90","0.00","5.789","91.095","1.166"
"2020/10/02","191.14","0.00","110.16","0.00","184.82","0.00","188.21","0.01","111.90","0.00","5.790","91.095","1.166"
"2020/10/01","191.14","0.01","110.16","-0.01","184.82","0.01","188.20","0.00","111.90","0.00","5.791","91.092","1.166"
"2020/09/30","191.13","0.00","110.17","0.00","184.81","0.01","188.20","0.01","111.90","0.00","5.794","91.200","1.165"
"2020/09/29","191.13","0.08","110.17","0.04","184.80","0.06","188.19","0.06","111.90","0.04","5.793","91.181","1.165"
"2020/09/28","191.05","0.04","110.13","0.02","184.74","0.04","188.13","0.04","111.86","0.02","5.791","91.104","1.169"
"2020/09/27","191.01","0.01","110.11","-0.01","184.70","0.00","188.09","0.01","111.84","0.00","5.793","91.091","1.174"
"2020/09/26","191.00","0.00","110.12","0.00","184.70","0.01","188.08","0.00","111.84","0.00","5.792","91.056","1.173"
"2020/09/25","191.00","0.05","110.12","0.02","184.69","0.04","188.08","0.04","111.84","0.03","5.797","91.157","1.173"
"2020/09/24","190.95","0.23","110.10","0.13","184.65","0.19","188.04","0.20","111.81","0.13","5.792","91.032","1.173"
"2020/09/23","190.72","0.12","109.97","0.06","184.46","0.10","187.84","0.10","111.68","0.07","5.778","90.707","1.190"
"2020/09/22","190.60","0.28","109.91","0.16","184.36","0.24","187.74","0.24","111.61","0.16","5.783","90.811","1.200"
"2020/09/21","190.32","0.04","109.75","0.02","184.12","0.03","187.50","0.03","111.45","0.01","5.764","90.261","1.213"
"2020/09/20","190.28","0.00","109.73","-0.01","184.09","0.01","187.47","0.01","111.44","0.00","5.759","90.148","1.216"
"2020/09/19","190.28","0.01","109.74","0.00","184.08","0.00","187.46","0.01","111.44","0.01","5.760","90.144","1.216"
"2020/09/18","190.27","-0.08","109.74","-0.05","184.08","-0.06","187.45","-0.07","111.43","-0.05","5.764","90.232","1.216"
"2020/09/17","190.35","-0.10","109.79","-0.07","184.14","-0.09","187.52","-0.09","111.48","-0.06","5.771","90.452","1.212"
"2020/09/16","190.45","0.23","109.86","0.13","184.23","0.20","187.61","0.20","111.54","0.13","5.774","90.602","1.206"
"2020/09/15","190.22","0.18","109.73","0.10","184.03","0.15","187.41","0.16","111.41","0.10","5.762","90.199","1.213"
"2020/09/14","190.04","0.08","109.63","0.04","183.88","0.06","187.25","0.06","111.31","0.03","5.753","89.922","1.225"
"2020/09/13","189.96","0.00","109.59","0.00","183.82","0.01","187.19","0.01","111.28","0.01","5.747","89.951","1.233"
"2020/09/12","189.96","0.01","109.59","-0.01","183.81","0.00","187.18","0.00","111.27","0.00","5.748","89.959","1.233"
"2020/09/11","189.95","-0.16","109.60","-0.09","183.81","-0.13","187.18","-0.13","111.27","-0.10","5.750","89.981","1.232"
