"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상"
"충청북도 충주시 앙성면(4313037000)","3,969","3,969","55","119","217","182","300","758","1,152","670","440","75","1"
"충청북도 충주시 중앙탑면(4313038500)","13,511","13,511","1,975","1,097","1,402","2,978","2,271","1,564","1,251","569","349","54","1"
"충청북도 충주시 금가면(4313039000)","3,865","3,865","308","286","543","422","527","521","613","356","262","27","0"
"충청북도 충주시 동량면(4313040000)","3,589","3,589","92","151","246","171","272","685","947","547","409","68","1"
"충청북도 충주시 산척면(4313041000)","2,253","2,253","45","76","113","123","178","408","601","376","293","39","1"
"충청북도 충주시 엄정면(4313042000)","3,080","3,080","71","124","151","148","229","504","902","499","398","52","2"
"충청북도 충주시 소태면(4313043000)","1,925","1,925","49","71","84","101","136","328","562","310","254","30","0"
"충청북도 충주시 성내.충인동(4313051500)","2,605","2,605","83","155","250","182","321","442","542","365","229","35","1"
"충청북도 충주시 교현.안림동(4313053500)","23,274","23,274","1,554","2,398","2,563","2,287","3,564","4,310","3,678","1,786","1,018","112","4"
"충청북도 충주시 교현2동(4313054000)","6,739","6,739","229","482","772","567","882","1,216","1,271","817","453","50","0"
"충청북도 충주시 용산동(4313055000)","14,909","14,909","1,044","1,982","1,722","1,460","2,719","2,642","1,868","887","518","65","2"
"충청북도 충주시 지현동(4313056000)","5,134","5,134","228","455","536","437","714","887","911","589","332","45","0"
"충청북도 충주시 문화동(4313057100)","9,327","9,327","307","635","989","752","1,149","1,639","1,985","1,166","626","77","2"
"충청북도 충주시 호암.직동(4313058000)","20,225","20,225","2,121","2,500","2,345","3,112","3,726","3,041","2,072","825","419","63","1"
"충청북도 충주시 달천동(4313060500)","3,792","3,792","85","154","564","267","388","697","837","476","286","37","1"
"충청북도 충주시 봉방동(4313061000)","9,081","9,081","456","678","1,039","910","1,314","1,724","1,606","905","408","37","4"
"충청북도 충주시 칠금.금릉동(4313062500)","14,403","14,403","896","1,638","1,815","1,407","2,283","2,898","2,001","901","500","61","3"
"충청북도 충주시 연수동(4313063000)","36,473","36,473","2,435","3,544","4,629","4,074","5,615","6,909","5,427","2,343","1,308","181","8"
"충청북도 충주시 목행.용탄동(4313064000)","6,609","6,609","506","670","749","754","1,099","1,260","890","388","253","37","3"
"충청북도 제천시 (4315000000)","131,969","131,969","7,829","11,692","14,468","12,041","17,441","23,316","24,421","12,788","7,069","867","37"
"충청북도 제천시 봉양읍(4315025000)","6,732","6,732","227","337","474","375","648","1,234","1,796","953","598","89","1"
"충청북도 제천시 금성면(4315031000)","1,885","1,885","36","82","90","99","131","339","568","284","219","33","4"
"충청북도 제천시 청풍면(4315032000)","1,254","1,254","21","47","56","61","75","241","373","217","151","12","0"
"충청북도 제천시 수산면(4315033000)","2,026","2,026","35","60","75","62","126","392","628","383","237","28","0"
"충청북도 제천시 덕산면(4315034000)","2,140","2,140","61","190","59","80","163","344","578","402","227","35","1"
"충청북도 제천시 한수면(4315035000)","701","701","20","35","30","34","72","127","196","103","71","12","1"
"충청북도 제천시 백운면(4315036000)","3,321","3,321","77","146","146","134","220","579","1,047","540","380","52","0"
"충청북도 제천시 송학면(4315038000)","4,680","4,680","92","219","363","230","348","859","1,308","734","464","62","1"
"충청북도 제천시 교동(4315051000)","18,405","18,405","1,410","2,225","2,146","1,848","3,053","3,501","2,491","1,129","545","54","3"
"충청북도 제천시 의림지동(4315051800)","9,997","9,997","721","1,069","1,410","920","1,545","1,791","1,473","657","352","58","1"
"충청북도 제천시 중앙동(4315052800)","5,720","5,720","231","379","621","440","694","971","1,197","764","380","43","0"
"충청북도 제천시 남현동(4315053700)","4,875","4,875","178","277","582","374","534","845","1,126","659","274","24","2"
"충청북도 제천시 영서동(4315054700)","10,067","10,067","743","881","995","1,028","1,423","1,736","1,684","974","538","60","5"
"충청북도 제천시 용두동(4315056000)","18,577","18,577","1,259","2,140","2,797","2,135","2,590","3,114","2,665","1,125","673","78","1"
"충청북도 제천시 신백동(4315057700)","11,037","11,037","616","1,130","1,334","940","1,630","2,150","1,766","913","496","57","5"
"충청북도 제천시 청전동(4315059000)","15,442","15,442","607","1,040","1,845","1,343","1,838","2,762","3,324","1,761","818","97","7"
"충청북도 제천시 화산동(4315060500)","15,110","15,110","1,495","1,435","1,445","1,938","2,351","2,331","2,201","1,190","646","73","5"
"충청북도 보은군 (4372000000)","31,798","31,798","1,291","1,976","2,186","1,977","3,090","5,496","7,498","4,442","3,292","537","13"
"충청북도 보은군 보은읍(4372025000)","14,697","14,697","917","1,276","1,310","1,183","1,828","2,599","2,819","1,558","1,035","166","6"
"충청북도 보은군 속리산면(4372031500)","1,849","1,849","27","68","119","74","123","377","532","316","179","33","1"
"충청북도 보은군 장안면(4372032500)","1,448","1,448","76","70","99","131","158","223","310","192","163","25","1"
"충청북도 보은군 마로면(4372033000)","2,160","2,160","43","87","75","83","138","350","618","407","319","39","1"
"충청북도 보은군 탄부면(4372034000)","1,602","1,602","15","55","66","58","105","242","428","324","267","42","0"
"충청북도 보은군 삼승면(4372035000)","2,307","2,307","53","112","153","164","203","360","563","358","304","36","1"
"충청북도 보은군 수한면(4372036000)","1,875","1,875","41","86","93","77","147","292","559","300","230","49","1"
"충청북도 보은군 회남면(4372037000)","727","727","16","25","20","16","50","110","256","126","94","14","0"
"충청북도 보은군 회인면(4372038500)","1,727","1,727","40","65","77","62","107","307","459","321","246","42","1"
"충청북도 보은군 내북면(4372039000)","1,660","1,660","36","61","90","63","99","309","450","278","222","52","0"
"충청북도 보은군 산외면(4372040000)","1,746","1,746","27","71","84","66","132","327","504","262","233","39","1"
"충청북도 옥천군 (4373000000)","49,914","49,914","2,254","3,717","4,010","3,520","6,028","8,665","10,619","6,400","4,073","611","17"
"충청북도 옥천군 옥천읍(4373025000)","28,864","28,864","1,857","2,970","2,996","2,567","4,416","4,985","4,705","2,740","1,428","196","4"
"충청북도 옥천군 동이면(4373031000)","3,231","3,231","78","118","182","161","275","612","913","480","352","59","1"
"충청북도 옥천군 안남면(4373032000)","1,411","1,411","42","59","52","66","85","239","393","256","177","42","0"
"충청북도 옥천군 안내면(4373033000)","1,895","1,895","32","60","76","63","145","310","542","341","288","36","2"
"충청북도 옥천군 청성면(4373034000)","2,350","2,350","38","58","71","78","123","396","711","431","379","61","4"
"충청북도 옥천군 청산면(4373035000)","2,962","2,962","40","127","117","99","211","462","840","594","418","52","2"
"충청북도 옥천군 이원면(4373036000)","4,049","4,049","80","156","223","212","354","707","1,057","697","481","82","0"
"충청북도 옥천군 군서면(4373037000)","2,165","2,165","32","70","119","105","166","377","602","390","261","41","2"
"충청북도 옥천군 군북면(4373038000)","2,987","2,987","55","99","174","169","253","577","856","471","289","42","2"
"충청북도 영동군 (4374000000)","45,345","45,345","1,927","3,096","3,658","2,849","4,839","8,014","9,913","6,339","4,155","536","19"
"충청북도 영동군 영동읍(4374025000)","19,953","19,953","1,349","1,930","2,215","1,760","2,817","3,454","3,262","1,949","1,096","118","3"
"충청북도 영동군 용산면(4374031000)","3,285","3,285","73","149","242","152","283","606","860","505","367","44","4"
"충청북도 영동군 황간면(4374032000)","4,091","4,091","126","261","250","215","370","747","1,022","647","408","42","3"
"충청북도 영동군 추풍령면(4374033500)","2,217","2,217","36","91","124","87","189","426","575","393","260","33","3"
"충청북도 영동군 매곡면(4374034000)","1,880","1,880","43","87","95","75","146","328","497","314","260","34","1"
"충청북도 영동군 상촌면(4374035000)","2,257","2,257","49","94","81","86","152","363","627","450","297","56","2"
"충청북도 영동군 양강면(4374036000)","3,077","3,077","76","148","253","148","251","584","743","487","353","33","1"
"충청북도 영동군 용화면(4374037000)","967","967","25","46","38","28","56","201","252","162","141","17","1"
"충청북도 영동군 학산면(4374038000)","2,739","2,739","56","102","133","101","201","446","768","493","383","55","1"
"충청북도 영동군 양산면(4374039000)","1,784","1,784","23","74","79","54","142","327","453","354","230","48","0"
"충청북도 영동군 심천면(4374040000)","3,095","3,095","71","114","148","143","232","532","854","585","360","56","0"
"충청북도 증평군 (4374500000)","37,024","37,024","2,893","3,356","4,428","4,424","5,604","6,157","5,509","2,832","1,618","199","4"
"충청북도 증평군 증평읍(4374525000)","35,223","35,223","2,850","3,294","4,306","4,336","5,434","5,842","5,042","2,546","1,400","169","4"
"충청북도 증평군 도안면(4374531000)","1,801","1,801","43","62","122","88","170","315","467","286","218","30","0"
"충청북도 진천군 (4375000000)","85,817","85,817","7,237","8,379","9,232","11,278","14,047","13,948","11,727","5,647","3,801","506","15"
"충청북도 진천군 진천읍(4375025000)","30,073","30,073","1,899","3,236","3,918","2,990","4,838","5,350","4,239","2,132","1,301","165","5"
"충청북도 진천군 덕산읍(4375025300)","30,013","30,013","4,308","3,312","2,968","6,028","5,942","3,627","2,300","879","573","74","2"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","3,067","3,067","63","154","185","167","274","548","792","445","379","57","3"
"충청북도 진천군 문백면(4375033000)","3,470","3,470","103","145","222","243","319","716","841","480","359","42","0"
"충청북도 진천군 백곡면(4375034000)","2,088","2,088","41","70","95","104","164","365","599","341","273","32","4"
"충청북도 진천군 이월면(4375035000)","6,286","6,286","174","355","567","500","709","1,167","1,472","731","532","78","1"
"충청북도 진천군 광혜원면(4375037000)","10,820","10,820","649","1,107","1,277","1,246","1,801","2,175","1,484","639","384","58","0"
"충청북도 괴산군 (4376000000)","37,262","37,262","1,233","1,855","2,478","2,147","3,607","6,983","9,504","5,403","3,530","506","16"
"충청북도 괴산군 괴산읍(4376025000)","9,481","9,481","532","839","1,048","869","1,360","1,655","1,610","950","548","68","2"
"충청북도 괴산군 감물면(4376031000)","2,136","2,136","69","122","107","104","172","400","589","309","228","36","0"
"충청북도 괴산군 장연면(4376032000)","1,915","1,915","50","53","84","67","139","406","578","286","224","27","1"
"충청북도 괴산군 연풍면(4376033000)","2,319","2,319","37","69","122","99","187","412","700","375","273","44","1"
"충청북도 괴산군 칠성면(4376034000)","3,089","3,089","69","131","180","165","293","650","792","470","296","41","2"
"충청북도 괴산군 문광면(4376035000)","2,213","2,213","51","98","128","113","187","403","590","365","237","39","2"
"충청북도 괴산군 청천면(4376036000)","5,164","5,164","121","189","229","210","374","998","1,575","849","536","80","3"
"충청북도 괴산군 청안면(4376037000)","3,450","3,450","117","116","174","172","276","685","958","530","361","59","2"
"충청북도 괴산군 사리면(4376039000)","2,673","2,673","67","87","188","125","246","489","687","442","300","41","1"
"충청북도 괴산군 소수면(4376040000)","2,110","2,110","49","61","94","114","171","370","644","365","204","37","1"
"충청북도 괴산군 불정면(4376041000)","2,712","2,712","71","90","124","109","202","515","781","462","323","34","1"
"충청북도 음성군 (4377000000)","92,240","92,240","5,234","7,244","8,998","8,981","13,291","17,385","16,873","8,404","5,066","742","22"
"충청북도 음성군 음성읍(4377025000)","16,695","16,695","801","1,279","1,588","1,423","2,186","3,157","3,361","1,760","999","139","2"
"충청북도 음성군 금왕읍(4377025300)","19,518","19,518","1,099","1,810","2,087","1,852","3,204","3,855","3,193","1,460","832","122","4"
"충청북도 음성군 소이면(4377031000)","2,877","2,877","48","108","130","156","214","475","767","525","390","62","2"
"충청북도 음성군 원남면(4377032000)","3,000","3,000","53","96","154","156","207","497","887","526","361","60","3"
"충청북도 음성군 맹동면(4377033000)","13,168","13,168","1,382","1,199","1,386","2,228","2,325","1,847","1,615","710","420","56","0"
"충청북도 음성군 대소면(4377034000)","15,736","15,736","993","1,486","1,773","1,582","2,699","3,359","2,282","943","555","63","1"
"충청북도 음성군 삼성면(4377035000)","6,766","6,766","218","364","557","507","764","1,467","1,581","771","467","66","4"
"충청북도 음성군 생극면(4377036000)","4,500","4,500","150","219","331","274","462","879","1,105","604","392","81","3"
"충청북도 음성군 감곡면(4377037000)","9,980","9,980","490","683","992","803","1,230","1,849","2,082","1,105","650","93","3"
"충청북도 단양군 (4380000000)","28,018","28,018","1,023","1,774","1,954","1,774","2,949","5,251","6,848","3,878","2,273","283","11"
