변환,원자료
"2021/09/09","1,164.50"
"2021/09/10","1,170.10"
"2021/09/13","1,170.40"
"2021/09/14","1,174.30"
"2021/09/15","1,172.20"
"2021/09/16","1,171.70"
"2021/09/17","1,169.10"
"2021/09/23","1,177.60"
"2021/09/24","1,181.70"
"2021/09/27","1,175.30"
"2021/09/28","1,175.90"
"2021/09/29","1,182.00"
"2021/09/30","1,184.90"
"2021/10/01","1,185.20"
"2021/10/05","1,187.20"
"2021/10/06","1,187.10"
"2021/10/07","1,190.00"
"2021/10/08","1,190.30"
"2021/10/12","1,193.40"
"2021/10/13","1,199.10"
"2021/10/14","1,195.00"
"2021/10/15","1,188.30"
"2021/10/18","1,182.80"
"2021/10/19","1,185.80"
"2021/10/20","1,181.70"
"2021/10/21","1,175.60"
"2021/10/22","1,175.80"
"2021/10/25","1,178.40"
"2021/10/26","1,171.80"
"2021/10/27","1,166.30"
"2021/10/28","1,168.10"
"2021/10/29","1,171.70"
"2021/11/01","1,169.60"
"2021/11/02","1,176.30"
"2021/11/03","1,175.50"
"2021/11/04","1,181.10"
"2021/11/05","1,180.00"
"2021/11/08","1,185.20"
"2021/11/09","1,184.30"
"2021/11/10","1,178.40"
"2021/11/11","1,181.00"
"2021/11/12","1,184.70"
"2021/11/15","1,179.60"
"2021/11/16","1,180.20"
"2021/11/17","1,179.60"
"2021/11/18","1,183.60"
"2021/11/19","1,180.50"
"2021/11/22","1,183.50"
"2021/11/23","1,187.40"
"2021/11/24","1,188.90"
"2021/11/25","1,188.50"
"2021/11/26","1,189.70"
"2021/11/29","1,193.00"
"2021/11/30","1,193.40"
"2021/12/01","1,187.70"
"2021/12/02","1,180.30"
"2021/12/03","1,177.30"
"2021/12/06","1,178.60"
"2021/12/07","1,183.70"
"2021/12/08","1,181.20"
"2021/12/09","1,176.40"
"2021/12/10","1,173.80"
"2021/12/13","1,178.20"
"2021/12/14","1,178.80"
"2021/12/15","1,183.60"
"2021/12/16","1,186.20"
"2021/12/17","1,183.50"
"2021/12/20","1,184.40"
"2021/12/21","1,189.80"
"2021/12/22","1,191.50"
"2021/12/23","1,191.20"
"2021/12/24","1,187.50"
"2021/12/27","1,186.40"
"2021/12/28","1,186.20"
"2021/12/29","1,186.70"
"2021/12/30","1,186.60"
"2021/12/31","1,185.50"
"2022/01/03","1,185.50"
"2022/01/04","1,190.80"
"2022/01/05","1,194.30"
"2022/01/06","1,198.20"
"2022/01/07","1,199.60"
"2022/01/10","1,202.40"
"2022/01/11","1,200.00"
"2022/01/12","1,195.20"
"2022/01/13","1,189.90"
"2022/01/14","1,188.20"
"2022/01/17","1,187.60"
"2022/01/18","1,192.30"
"2022/01/19","1,188.90"
"2022/01/20","1,191.80"
"2022/01/21","1,190.40"
"2022/01/24","1,193.60"
"2022/01/25","1,194.20"
"2022/01/26","1,197.80"
"2022/01/27","1,197.00"
"2022/01/28","1,202.40"
"2022/02/03","1,205.70"
"2022/02/04","1,205.40"
"2022/02/07","1,199.50"
"2022/02/08","1,199.40"
"2022/02/09","1,197.80"
"2022/02/10","1,196.00"
"2022/02/11","1,196.00"
"2022/02/14","1,199.60"
"2022/02/15","1,198.30"
"2022/02/16","1,198.50"
"2022/02/17","1,196.90"
"2022/02/18","1,197.10"
"2022/02/21","1,196.40"
"2022/02/22","1,194.60"
"2022/02/23","1,194.70"
"2022/02/24","1,192.10"
"2022/02/25","1,199.40"
"2022/02/28","1,202.70"
"2022/03/02","1,205.60"
"2022/03/03","1,205.00"
"2022/03/04","1,203.60"
"2022/03/07","1,211.50"
"2022/03/08","1,225.40"
"2022/03/10","1,234.50"
"2022/03/11","1,228.70"
"2022/03/14","1,232.40"
"2022/03/15","1,238.60"
"2022/03/16","1,241.70"
"2022/03/17","1,240.40"
"2022/03/18","1,220.60"
"2022/03/21","1,211.10"
"2022/03/22","1,213.70"
"2022/03/23","1,221.40"
"2022/03/24","1,212.70"
"2022/03/25","1,219.40"
"2022/03/28","1,218.30"
"2022/03/29","1,225.70"
"2022/03/30","1,220.50"
"2022/03/31","1,210.80"
"2022/04/01","1,210.70"
"2022/04/04","1,216.10"
"2022/04/05","1,216.70"
"2022/04/06","1,212.60"
"2022/04/07","1,219.10"
"2022/04/08","1,218.50"
"2022/04/11","1,224.00"
"2022/04/12","1,232.00"
"2022/04/13","1,236.60"
"2022/04/14","1,227.70"
"2022/04/15","1,224.20"
"2022/04/18","1,230.10"
"2022/04/19","1,232.80"
"2022/04/20","1,234.90"
"2022/04/21","1,237.10"
"2022/04/22","1,236.40"
"2022/04/25","1,241.70"
"2022/04/26","1,247.10"
"2022/04/27","1,248.30"
"2022/04/28","1,263.10"
"2022/04/29","1,269.40"
"2022/05/02","1,265.40"
"2022/05/03","1,265.80"
"2022/05/04","1,265.70"
"2022/05/06","1,261.80"
"2022/05/09","1,272.70"
"2022/05/10","1,274.60"
"2022/05/11","1,275.50"
"2022/05/12","1,277.00"
"2022/05/13","1,286.40"
"2022/05/16","1,286.00"
"2022/05/17","1,281.60"
"2022/05/18","1,277.20"
"2022/05/19","1,269.30"
"2022/05/20","1,274.60"
"2022/05/23","1,269.50"
"2022/05/24","1,267.70"
"2022/05/25","1,264.30"
"2022/05/26","1,263.30"
"2022/05/27","1,266.40"
"2022/05/30","1,256.90"
"2022/05/31","1,245.80"
"2022/06/02","1,238.40"
"2022/06/03","1,251.20"
"2022/06/07","1,241.10"
"2022/06/08","1,257.10"
"2022/06/09","1,255.40"
"2022/06/10","1,257.60"
"2022/06/13","1,266.00"
"2022/06/14","1,286.00"
"2022/06/15","1,289.70"
"2022/06/16","1,291.30"
"2022/06/17","1,284.10"
"2022/06/20","1,287.50"
"2022/06/21","1,291.70"
"2022/06/22","1,290.60"
"2022/06/23","1,295.70"
"2022/06/24","1,300.70"
"2022/06/27","1,299.40"
"2022/06/28","1,285.60"
"2022/06/29","1,284.90"
"2022/06/30","1,292.90"
